# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   1	FILTER_LEN20_392 FILTER_LEN20_392	5.7e-5890	   3.8e-5893	      -13567.81	         0.0	     1010	       3982	       31119	      52324	  0.25364	1.9e-5896	      1990
   1	FILTER_LEN20_398 FILTER_LEN20_398	2.3e-210	   1.5e-213	        -490.04	         0.0	     1372	       3982	       22058	      53834	  0.34455	7.6e-217	      1990
   1	FILTER_LEN20_430 FILTER_LEN20_430	5.0e-455	   3.3e-458	       -1053.38	         0.0	     1080	       3982	       19498	      53873	  0.27122	1.7e-461	      1990
   1	FILTER_LEN20_433 FILTER_LEN20_433	2.3e-199	   1.5e-202	        -464.70	         0.0	      806	       3982	       13611	      52850	  0.20241	7.7e-206	      1990
   1	FILTER_LEN20_436 FILTER_LEN20_436	7.6e-087	   5.1e-090	        -205.61	         0.0	     1560	       3982	       23437	      53871	  0.39176	2.5e-093	      1990
   1	FILTER_LEN20_444 FILTER_LEN20_444	9.0e-014	   6.0e-017	         -37.35	         0.0	        4	       3982	         133	      52990	  0.00100	3.0e-020	      1990
   1	FILTER_LEN20_461 FILTER_LEN20_461	1.2e-970	   8.0e-974	       -2240.63	         0.0	     1262	       3982	       24473	      53730	  0.31693	4.0e-977	      1990
   1	FILTER_LEN20_463 FILTER_LEN20_463	4.4e-5248	   3.0e-5251	      -12089.79	         0.0	      970	       3982	       29192	      51727	  0.24360	1.5e-5254	      1990
   1	FILTER_LEN20_464 FILTER_LEN20_464	9.0e-021	   6.0e-024	         -53.47	         0.0	     1864	       3982	       26464	      53872	  0.46811	3.0e-027	      1990
   1	FILTER_LEN20_467 FILTER_LEN20_467	2.4e-667	   1.6e-670	       -1542.24	         0.0	      970	       3982	       18833	      53665	  0.24360	8.2e-674	      1990
   1	FILTER_LEN20_471 FILTER_LEN20_471	5.9e-408	   3.9e-411	        -945.00	         0.0	     1218	       3982	       21230	      53835	  0.30588	2.0e-414	      1990
   1	FILTER_LEN20_475 FILTER_LEN20_475	9.3e-085	   6.2e-088	        -200.80	         0.0	     1398	       3982	       21173	      53873	  0.35108	3.1e-091	      1990
   1	FILTER_LEN20_489 FILTER_LEN20_489	5.0e-162	   3.4e-165	        -378.71	         0.0	     1174	       3982	       18857	      53870	  0.29483	1.7e-168	      1990
##
# Detailed descriptions of columns in this file:
#
# db:	The name of the database (file name) that contains the motif.
# id:	A name for the motif that is unique in the motif database file.
# alt:	An alternate name of the motif that may be provided 
#	in the motif database file.
# E-value:	The expected number motifs that would have least one 
#	region as enriched for best matches to the motif as the reported region.
#	The E-value is the p-value multiplied by the number of motifs in the
#	input database(s).
# adj_p-value:	The probability that any tested region would be as enriched for
#	best matches to this motif as the reported region is.
#	By default the p-value is calculated by using the one-tailed binomial
#	test on the number of sequences with a match to the motif 
#	that have their best match in the reported region, corrected for
#	the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match in a sequence
#	falls in the region is the region width divided by the
#	number of places a motif
#	can align in the sequence (sequence length minus motif width plus 1).
#	When CentriMo is run in discriminative mode with a negative
#	set of sequences, the p-value of a region is calculated
#	using the Fisher exact test on the 
#	enrichment of best matches in the positive sequences relative
#	to the negative sequences, corrected
#	for the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match (if any)
#	falls into a given region
#	is the same for all positive and negative sequences.
# log_adj_p-value:	Log of adjusted p-value.
# bin_location:	Location of the center of the most enriched region.
# bin_width:	The width (in sequence positions) of the most enriched region.
#	A best match to the motif is counted as being in the region if the
#	center of the motif falls in the region.
# total_width:	The window maximal size which can be reached for this motif:
#		rounded(sequence length - motif length +1)/2
# sites_in_bin:	The number of (positive) sequences whose best match to the motif
#	falls in the reported region.
#	Note: This number may be less than the number of
#	(positive) sequences that have a best match in the region.
#	The reason for this is that a sequence may have many matches that score
#	equally best.
#	If n matches have the best score in a sequence, 1/n is added to the
#	appropriate bin for each match.
# total_sites:	The number of sequences containing a match to the motif
#	above the score threshold.
# p_success:	The probability of falling in the enriched window:
#		bin width / total width
# p-value:	The uncorrected p-value before it gets adjusted to the
#	number of multiple tests to give the adjusted p-value.
# mult_tests:	This is the number of multiple tests (n) done for this motif.
#	It was used to correct the original p-value of a region for
#	multiple tests using the formula:
#		p' = 1 - (1-p)^n where p is the uncorrected p-value.
#	The number of multiple tests is the number of regions
#	considered times the number of score thresholds considered.
#	It depends on the motif length, sequence length, and the type of
#	optimizations being done (central enrichment, local enrichment,
#	score optimization).
