# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   1	FILTER_LEN10_368 FILTER_LEN10_368	3.2e-150	   2.1e-153	        -351.54	       -45.5	       80	        171	         596	        623	  0.46784	1.5e-157	     14703
   1	FILTER_LEN10_369 FILTER_LEN10_369	2.7e-047	   1.8e-050	        -114.55	       -36.5	       98	        171	         223	        223	  0.57310	1.2e-054	     14703
   1	FILTER_LEN10_370 FILTER_LEN10_370	1.7e-140	   1.1e-143	        -329.13	       -44.5	       82	        171	         584	        611	  0.47953	7.8e-148	     14703
   1	FILTER_LEN10_371 FILTER_LEN10_371	1.0e-130	   6.9e-134	        -306.62	       -41.5	       88	        171	         587	        608	  0.51462	4.7e-138	     14703
   1	FILTER_LEN10_372 FILTER_LEN10_372	3.9e-129	   2.6e-132	        -302.98	       -49.0	       73	        171	         487	        520	  0.42690	1.8e-136	     14703
   1	FILTER_LEN10_373 FILTER_LEN10_373	1.4e-153	   9.6e-157	        -359.24	       -48.0	       75	        171	         580	        614	  0.43860	6.6e-161	     14703
   1	FILTER_LEN10_374 FILTER_LEN10_374	3.3e-152	   2.2e-155	        -356.11	       -43.0	       85	        171	         576	        584	  0.49708	1.5e-159	     14703
   1	FILTER_LEN10_375 FILTER_LEN10_375	7.8e-140	   5.2e-143	        -327.62	       -46.5	       78	        171	         544	        571	  0.45614	3.5e-147	     14703
   1	FILTER_LEN10_376 FILTER_LEN10_376	2.0e-157	   1.3e-160	        -368.12	       -45.5	       80	        171	         633	        664	  0.46784	9.1e-165	     14703
   1	FILTER_LEN10_377 FILTER_LEN10_377	1.1e-172	   7.0e-176	        -403.31	       -45.5	       80	        171	         674	        702	  0.46784	4.8e-180	     14703
   1	FILTER_LEN10_378 FILTER_LEN10_378	1.9e-087	   1.3e-090	        -206.97	       -45.5	       80	        171	         345	        358	  0.46784	8.8e-095	     14703
   1	FILTER_LEN10_379 FILTER_LEN10_379	6.7e-144	   4.5e-147	        -336.98	       -44.0	       83	        171	         583	        604	  0.48538	3.0e-151	     14703
   1	FILTER_LEN10_380 FILTER_LEN10_380	6.6e-123	   4.4e-126	        -288.65	       -44.0	       83	        171	         485	        499	  0.48538	3.0e-130	     14703
   1	FILTER_LEN10_381 FILTER_LEN10_381	9.4e-161	   6.3e-164	        -375.79	       -43.0	       85	        171	         697	        727	  0.49708	4.3e-168	     14703
   1	FILTER_LEN10_382 FILTER_LEN10_382	1.2e-077	   8.2e-081	        -184.41	       -44.5	       82	        171	         313	        323	  0.47953	5.5e-085	     14703
   1	FILTER_LEN10_383 FILTER_LEN10_383	5.5e-162	   3.6e-165	        -378.64	       -43.0	       85	        171	         616	        626	  0.49708	2.5e-169	     14703
   1	FILTER_LEN10_384 FILTER_LEN10_384	4.0e-095	   2.7e-098	        -224.66	       -44.0	       83	        171	         372	        381	  0.48538	1.8e-102	     14703
   1	FILTER_LEN10_385 FILTER_LEN10_385	1.3e-126	   8.4e-130	        -297.21	       -44.0	       83	        171	         525	        546	  0.48538	5.7e-134	     14703
   1	FILTER_LEN10_386 FILTER_LEN10_386	7.3e-100	   4.8e-103	        -235.59	       -49.5	       72	        171	         370	        394	  0.42105	3.3e-107	     14703
   1	FILTER_LEN10_387 FILTER_LEN10_387	2.6e-134	   1.7e-137	        -314.90	       -49.5	       72	        171	         471	        496	  0.42105	1.2e-141	     14703
   1	FILTER_LEN10_388 FILTER_LEN10_388	1.0e-141	   6.9e-145	        -331.94	       -48.0	       75	        171	         520	        546	  0.43860	4.7e-149	     14703
   1	FILTER_LEN10_389 FILTER_LEN10_389	9.3e-118	   6.2e-121	        -276.78	       -44.5	       82	        171	         468	        484	  0.47953	4.2e-125	     14703
   1	FILTER_LEN10_390 FILTER_LEN10_390	1.5e-111	   9.9e-115	        -262.50	       -42.0	       87	        171	         470	        482	  0.50877	6.7e-119	     14703
   1	FILTER_LEN10_391 FILTER_LEN10_391	2.4e-096	   1.6e-099	        -227.49	       -47.0	       77	        171	         388	        411	  0.45029	1.1e-103	     14703
   1	FILTER_LEN10_392 FILTER_LEN10_392	1.4e-091	   9.3e-095	        -216.52	       -45.5	       78	        171	         350	        364	  0.45614	6.3e-099	     14703
   1	FILTER_LEN10_393 FILTER_LEN10_393	1.7e-042	   1.1e-045	        -103.48	       -41.0	       89	        171	         180	        181	  0.52047	7.8e-050	     14703
   1	FILTER_LEN10_394 FILTER_LEN10_394	3.9e-070	   2.6e-073	        -167.15	       -49.5	       72	        171	         268	        286	  0.42105	1.7e-077	     14703
   1	FILTER_LEN10_395 FILTER_LEN10_395	9.7e-089	   6.4e-092	        -209.98	       -47.0	       77	        171	         352	        371	  0.45029	4.4e-096	     14703
   1	FILTER_LEN10_396 FILTER_LEN10_396	8.5e-135	   5.7e-138	        -316.02	       -43.0	       85	        171	         504	        510	  0.49708	3.9e-142	     14703
   1	FILTER_LEN10_397 FILTER_LEN10_397	3.6e-117	   2.4e-120	        -275.44	       -42.5	       86	        171	         477	        488	  0.50292	1.6e-124	     14703
   1	FILTER_LEN10_398 FILTER_LEN10_398	5.2e-093	   3.5e-096	        -219.80	       -47.5	       76	        171	         383	        410	  0.44444	2.4e-100	     14703
   1	FILTER_LEN10_399 FILTER_LEN10_399	1.2e-057	   8.3e-061	        -138.34	       -45.5	       80	        171	         239	        249	  0.46784	5.6e-065	     14703
   1	FILTER_LEN10_400 FILTER_LEN10_400	2.2e-088	   1.4e-091	        -209.17	       -49.0	       73	        171	         385	        425	  0.42690	9.8e-096	     14703
   1	FILTER_LEN10_401 FILTER_LEN10_401	2.0e-124	   1.3e-127	        -292.16	       -45.0	       81	        171	         504	        526	  0.47368	8.9e-132	     14703
   1	FILTER_LEN10_402 FILTER_LEN10_402	2.8e-138	   1.9e-141	        -324.05	       -42.0	       87	        171	         569	        582	  0.50877	1.3e-145	     14703
   1	FILTER_LEN10_403 FILTER_LEN10_403	4.6e-111	   3.1e-114	        -261.38	       -47.0	       77	        171	         392	        403	  0.45029	2.1e-118	     14703
   1	FILTER_LEN10_404 FILTER_LEN10_404	3.5e-108	   2.3e-111	        -254.74	       -46.5	       78	        171	         422	        442	  0.45614	1.6e-115	     14703
   1	FILTER_LEN10_405 FILTER_LEN10_405	5.4e-123	   3.6e-126	        -288.85	       -44.0	       83	        171	         509	        529	  0.48538	2.4e-130	     14703
   1	FILTER_LEN10_406 FILTER_LEN10_406	1.3e-105	   9.0e-109	        -248.79	       -42.5	       86	        171	         418	        425	  0.50292	6.1e-113	     14703
   1	FILTER_LEN10_407 FILTER_LEN10_407	2.1e-094	   1.4e-097	        -223.00	       -41.0	       89	        171	         386	        390	  0.52047	9.7e-102	     14703
   1	FILTER_LEN10_408 FILTER_LEN10_408	4.0e-110	   2.6e-113	        -259.22	       -47.0	       77	        171	         421	        441	  0.45029	1.8e-117	     14703
   1	FILTER_LEN10_409 FILTER_LEN10_409	4.5e-052	   3.0e-055	        -125.53	       -43.5	       84	        171	         225	        232	  0.49123	2.1e-059	     14703
   1	FILTER_LEN10_410 FILTER_LEN10_410	1.2e-124	   7.9e-128	        -292.66	       -45.5	       80	        171	         510	        536	  0.46784	5.4e-132	     14703
   1	FILTER_LEN10_411 FILTER_LEN10_411	1.6e-131	   1.1e-134	        -308.48	       -49.0	       73	        171	         494	        527	  0.42690	7.3e-139	     14703
   1	FILTER_LEN10_412 FILTER_LEN10_412	2.2e-087	   1.4e-090	        -206.87	       -47.0	       77	        171	         353	        373	  0.45029	9.8e-095	     14703
   1	FILTER_LEN10_413 FILTER_LEN10_413	1.0e-045	   6.9e-049	        -110.90	       -37.0	       95	        171	         205	        205	  0.55556	4.7e-053	     14703
   1	FILTER_LEN10_414 FILTER_LEN10_414	2.3e-101	   1.5e-104	        -239.05	       -42.0	       87	        171	         455	        472	  0.50877	1.0e-108	     14703
   1	FILTER_LEN10_415 FILTER_LEN10_415	8.9e-161	   5.9e-164	        -375.85	       -43.5	       84	        171	         588	        595	  0.49123	4.0e-168	     14703
   1	FILTER_LEN10_416 FILTER_LEN10_416	1.3e-165	   8.3e-169	        -387.02	       -48.5	       74	        171	         611	        646	  0.43275	5.7e-173	     14703
   1	FILTER_LEN10_417 FILTER_LEN10_417	6.9e-111	   4.6e-114	        -260.97	       -41.0	       89	        171	         515	        534	  0.52047	3.1e-118	     14703
   1	FILTER_LEN10_418 FILTER_LEN10_418	3.4e-089	   2.3e-092	        -211.01	       -47.0	       77	        171	         330	        342	  0.45029	1.6e-096	     14703
   1	FILTER_LEN10_419 FILTER_LEN10_419	9.9e-121	   6.6e-124	        -283.64	       -46.0	       79	        171	         508	        540	  0.46199	4.5e-128	     14703
   1	FILTER_LEN10_420 FILTER_LEN10_420	5.6e-105	   3.7e-108	        -247.37	       -45.0	       81	        171	         432	        451	  0.47368	2.5e-112	     14703
   1	FILTER_LEN10_421 FILTER_LEN10_421	5.3e-088	   3.5e-091	        -208.27	       -45.0	       81	        171	         360	        375	  0.47368	2.4e-095	     14703
   1	FILTER_LEN10_422 FILTER_LEN10_422	4.0e-065	   2.7e-068	        -155.58	       -41.5	       86	        171	         299	        311	  0.50292	1.8e-072	     14703
   1	FILTER_LEN10_423 FILTER_LEN10_423	4.2e-086	   2.8e-089	        -203.90	       -46.5	       78	        171	         359	        381	  0.45614	1.9e-093	     14703
   1	FILTER_LEN10_424 FILTER_LEN10_424	1.1e-105	   7.2e-109	        -249.01	       -45.5	       78	        171	         424	        447	  0.45614	4.9e-113	     14703
   1	FILTER_LEN10_425 FILTER_LEN10_425	5.1e-171	   3.4e-174	        -399.43	       -49.5	       72	        171	         679	        742	  0.42105	2.3e-178	     14703
   1	FILTER_LEN10_426 FILTER_LEN10_426	1.9e-066	   1.3e-069	        -158.63	       -49.5	       70	        171	         264	        288	  0.40936	8.7e-074	     14703
   1	FILTER_LEN10_427 FILTER_LEN10_427	2.7e-106	   1.8e-109	        -250.39	       -41.0	       89	        171	         435	        440	  0.52047	1.2e-113	     14703
   1	FILTER_LEN10_428 FILTER_LEN10_428	9.0e-118	   6.0e-121	        -276.83	       -47.0	       77	        171	         475	        504	  0.45029	4.1e-125	     14703
   1	FILTER_LEN10_429 FILTER_LEN10_429	1.2e-150	   7.9e-154	        -352.53	       -47.0	       77	        171	         537	        555	  0.45029	5.4e-158	     14703
   1	FILTER_LEN10_430 FILTER_LEN10_430	4.9e-103	   3.2e-106	        -242.90	       -48.0	       75	        171	         410	        438	  0.43860	2.2e-110	     14703
   1	FILTER_LEN10_431 FILTER_LEN10_431	1.6e-057	   1.1e-060	        -138.10	       -47.5	       74	        171	         242	        261	  0.43275	7.2e-065	     14703
   1	FILTER_LEN10_432 FILTER_LEN10_432	4.1e-081	   2.7e-084	        -192.41	       -42.5	       86	        171	         324	        329	  0.50292	1.9e-088	     14703
   1	FILTER_LEN10_433 FILTER_LEN10_433	1.1e-159	   7.3e-163	        -373.33	       -48.5	       74	        171	         620	        665	  0.43275	5.0e-167	     14703
   1	FILTER_LEN10_434 FILTER_LEN10_434	7.9e-050	   5.3e-053	        -120.38	       -42.0	       87	        171	         205	        207	  0.50877	3.6e-057	     14703
   1	FILTER_LEN10_435 FILTER_LEN10_435	2.1e-135	   1.4e-138	        -317.40	       -45.0	       81	        171	         517	        533	  0.47368	9.7e-143	     14703
   1	FILTER_LEN10_436 FILTER_LEN10_436	5.7e-115	   3.8e-118	        -270.37	       -44.5	       82	        171	         437	        447	  0.47953	2.6e-122	     14703
   1	FILTER_LEN10_437 FILTER_LEN10_437	1.4e-123	   9.6e-127	        -290.16	       -45.5	       80	        171	         471	        487	  0.46784	6.5e-131	     14703
   1	FILTER_LEN10_438 FILTER_LEN10_438	9.7e-098	   6.5e-101	        -230.69	       -42.0	       87	        171	         421	        433	  0.50877	4.4e-105	     14703
   1	FILTER_LEN10_439 FILTER_LEN10_439	8.0e-108	   5.3e-111	        -253.92	       -42.0	       87	        171	         438	        446	  0.50877	3.6e-115	     14703
   1	FILTER_LEN10_440 FILTER_LEN10_440	3.1e-066	   2.1e-069	        -158.16	       -47.0	       77	        171	         250	        259	  0.45029	1.4e-073	     14703
   1	FILTER_LEN10_441 FILTER_LEN10_441	3.4e-082	   2.3e-085	        -194.91	       -47.0	       77	        171	         319	        334	  0.45029	1.5e-089	     14703
   1	FILTER_LEN10_442 FILTER_LEN10_442	2.2e-101	   1.5e-104	        -239.07	       -46.0	       79	        171	         445	        477	  0.46199	1.0e-108	     14703
   1	FILTER_LEN10_443 FILTER_LEN10_443	6.9e-111	   4.6e-114	        -260.96	       -43.0	       85	        171	         443	        453	  0.49708	3.1e-118	     14703
   1	FILTER_LEN10_444 FILTER_LEN10_444	3.1e-095	   2.0e-098	        -224.94	       -40.0	       91	        171	         400	        404	  0.53216	1.4e-102	     14703
   1	FILTER_LEN10_445 FILTER_LEN10_445	7.1e-109	   4.7e-112	        -256.34	       -40.0	       91	        171	         430	        431	  0.53216	3.2e-116	     14703
   1	FILTER_LEN10_446 FILTER_LEN10_446	2.8e-073	   1.9e-076	        -174.37	       -44.5	       82	        171	         310	        323	  0.47953	1.3e-080	     14703
   1	FILTER_LEN10_447 FILTER_LEN10_447	9.4e-109	   6.3e-112	        -256.06	       -48.0	       75	        171	         468	        511	  0.43860	4.3e-116	     14703
   1	FILTER_LEN10_448 FILTER_LEN10_448	1.6e-106	   1.0e-109	        -250.94	       -47.5	       76	        171	         400	        419	  0.44444	7.1e-114	     14703
   1	FILTER_LEN10_449 FILTER_LEN10_449	4.3e-058	   2.9e-061	        -139.40	       -51.5	       68	        171	         223	        243	  0.39766	2.0e-065	     14703
   1	FILTER_LEN10_450 FILTER_LEN10_450	7.1e-113	   4.8e-116	        -265.54	       -48.5	       74	        171	         441	        472	  0.43275	3.2e-120	     14703
   1	FILTER_LEN10_451 FILTER_LEN10_451	3.1e-175	   2.1e-178	        -409.12	       -44.0	       83	        171	         675	        693	  0.48538	1.4e-182	     14703
   1	FILTER_LEN10_452 FILTER_LEN10_452	4.8e-078	   3.2e-081	        -185.34	       -44.5	       80	        171	         322	        337	  0.46784	2.2e-085	     14703
   1	FILTER_LEN10_453 FILTER_LEN10_453	1.0e-089	   6.9e-093	        -212.21	       -41.5	       88	        171	         371	        377	  0.51462	4.7e-097	     14703
   1	FILTER_LEN10_454 FILTER_LEN10_454	4.9e-131	   3.3e-134	        -307.36	       -42.0	       87	        171	         548	        562	  0.50877	2.2e-138	     14703
   1	FILTER_LEN10_455 FILTER_LEN10_455	2.6e-094	   1.7e-097	        -222.81	       -47.5	       76	        171	         417	        455	  0.44444	1.2e-101	     14703
   1	FILTER_LEN10_456 FILTER_LEN10_456	6.6e-106	   4.4e-109	        -249.50	       -42.0	       87	        171	         450	        462	  0.50877	3.0e-113	     14703
   1	FILTER_LEN10_457 FILTER_LEN10_457	1.6e-130	   1.1e-133	        -306.19	       -46.5	       78	        171	         505	        529	  0.45614	7.1e-138	     14703
   1	FILTER_LEN10_458 FILTER_LEN10_458	5.5e-059	   3.6e-062	        -141.47	       -40.5	       90	        171	         280	        288	  0.52632	2.5e-066	     14703
   1	FILTER_LEN10_459 FILTER_LEN10_459	6.1e-109	   4.1e-112	        -256.48	       -47.0	       75	        171	         410	        432	  0.43860	2.8e-116	     14703
   1	FILTER_LEN10_460 FILTER_LEN10_460	5.0e-073	   3.3e-076	        -173.80	       -42.0	       87	        171	         347	        362	  0.50877	2.3e-080	     14703
   1	FILTER_LEN10_461 FILTER_LEN10_461	9.8e-148	   6.5e-151	        -345.82	       -43.5	       84	        171	         610	        632	  0.49123	4.4e-155	     14703
   1	FILTER_LEN10_462 FILTER_LEN10_462	1.8e-100	   1.2e-103	        -237.00	       -40.5	       90	        171	         429	        436	  0.52632	8.0e-108	     14703
   1	FILTER_LEN10_463 FILTER_LEN10_463	3.8e-087	   2.5e-090	        -206.30	       -48.0	       75	        171	         320	        334	  0.43860	1.7e-094	     14703
   1	FILTER_LEN10_464 FILTER_LEN10_464	2.8e-091	   1.9e-094	        -215.81	       -42.0	       87	        171	         398	        410	  0.50877	1.3e-098	     14703
   1	FILTER_LEN10_465 FILTER_LEN10_465	1.7e-079	   1.1e-082	        -188.69	       -42.0	       87	        171	         343	        352	  0.50877	7.7e-087	     14703
   1	FILTER_LEN10_466 FILTER_LEN10_466	5.3e-114	   3.5e-117	        -268.14	       -45.5	       80	        171	         462	        484	  0.46784	2.4e-121	     14703
   1	FILTER_LEN10_467 FILTER_LEN10_467	4.4e-071	   2.9e-074	        -169.31	       -44.5	       82	        171	         305	        318	  0.47953	2.0e-078	     14703
   1	FILTER_LEN10_468 FILTER_LEN10_468	1.5e-110	   1.0e-113	        -260.18	       -48.5	       74	        171	         413	        436	  0.43275	6.9e-118	     14703
   1	FILTER_LEN10_469 FILTER_LEN10_469	1.6e-040	   1.1e-043	         -98.96	       -45.5	       80	        171	         187	        198	  0.46784	7.2e-048	     14703
   1	FILTER_LEN10_470 FILTER_LEN10_470	6.0e-171	   4.0e-174	        -399.26	       -44.5	       82	        171	         662	        683	  0.47953	2.7e-178	     14703
   1	FILTER_LEN10_471 FILTER_LEN10_471	1.4e-127	   9.6e-131	        -299.38	       -43.5	       84	        171	         503	        515	  0.49123	6.5e-135	     14703
   1	FILTER_LEN10_472 FILTER_LEN10_472	1.6e-107	   1.1e-110	        -253.21	       -47.0	       77	        171	         413	        433	  0.45029	7.3e-115	     14703
   1	FILTER_LEN10_473 FILTER_LEN10_473	3.7e-079	   2.5e-082	        -187.91	       -42.0	       87	        171	         312	        315	  0.50877	1.7e-086	     14703
   1	FILTER_LEN10_474 FILTER_LEN10_474	1.5e-091	   9.8e-095	        -216.47	       -44.0	       83	        171	         399	        418	  0.48538	6.6e-099	     14703
   1	FILTER_LEN10_475 FILTER_LEN10_475	1.2e-091	   7.8e-095	        -216.70	       -48.0	       75	        171	         343	        360	  0.43860	5.3e-099	     14703
   1	FILTER_LEN10_476 FILTER_LEN10_476	2.7e-073	   1.8e-076	        -174.40	       -40.0	       91	        171	         324	        329	  0.53216	1.2e-080	     14703
   1	FILTER_LEN10_477 FILTER_LEN10_477	5.5e-140	   3.7e-143	        -327.97	       -46.5	       78	        171	         551	        580	  0.45614	2.5e-147	     14703
   1	FILTER_LEN10_478 FILTER_LEN10_478	2.7e-147	   1.8e-150	        -344.79	       -48.5	       74	        171	         549	        582	  0.43275	1.2e-154	     14703
   1	FILTER_LEN10_479 FILTER_LEN10_479	2.5e-088	   1.7e-091	        -209.03	       -39.5	       92	        171	         381	        385	  0.53801	1.1e-095	     14703
   1	FILTER_LEN10_480 FILTER_LEN10_480	4.8e-116	   3.2e-119	        -272.84	       -45.5	       80	        171	         497	        527	  0.46784	2.2e-123	     14703
   1	FILTER_LEN10_481 FILTER_LEN10_481	3.5e-103	   2.4e-106	        -243.22	       -45.5	       80	        171	         440	        466	  0.46784	1.6e-110	     14703
   1	FILTER_LEN10_482 FILTER_LEN10_482	2.5e-143	   1.7e-146	        -335.65	       -41.5	       88	        171	         611	        627	  0.51462	1.1e-150	     14703
   1	FILTER_LEN10_483 FILTER_LEN10_483	2.0e-091	   1.3e-094	        -216.15	       -42.5	       86	        171	         374	        382	  0.50292	9.2e-099	     14703
   1	FILTER_LEN10_484 FILTER_LEN10_484	1.7e-054	   1.1e-057	        -131.13	       -46.5	       78	        171	         249	        268	  0.45614	7.7e-062	     14703
   1	FILTER_LEN10_485 FILTER_LEN10_485	5.8e-093	   3.9e-096	        -219.69	       -47.5	       76	        171	         359	        378	  0.44444	2.6e-100	     14703
   1	FILTER_LEN10_486 FILTER_LEN10_486	4.6e-126	   3.1e-129	        -295.92	       -44.5	       82	        171	         531	        556	  0.47953	2.1e-133	     14703
   1	FILTER_LEN10_487 FILTER_LEN10_487	1.1e-135	   7.1e-139	        -318.10	       -44.5	       82	        171	         568	        595	  0.47953	4.8e-143	     14703
   1	FILTER_LEN10_488 FILTER_LEN10_488	2.8e-151	   1.9e-154	        -353.97	       -46.0	       79	        171	         586	        612	  0.46199	1.3e-158	     14703
   1	FILTER_LEN10_489 FILTER_LEN10_489	1.0e-061	   6.9e-065	        -147.74	       -42.5	       86	        171	         262	        268	  0.50292	4.7e-069	     14703
   1	FILTER_LEN10_490 FILTER_LEN10_490	1.2e-062	   8.2e-066	        -149.86	       -44.5	       82	        171	         252	        259	  0.47953	5.6e-070	     14703
   1	FILTER_LEN10_491 FILTER_LEN10_491	2.5e-067	   1.7e-070	        -160.67	       -44.5	       82	        171	         254	        258	  0.47953	1.1e-074	     14703
   1	FILTER_LEN10_492 FILTER_LEN10_492	2.9e-054	   1.9e-057	        -130.59	       -50.5	       70	        171	         222	        243	  0.40936	1.3e-061	     14703
   1	FILTER_LEN10_493 FILTER_LEN10_493	3.1e-169	   2.1e-172	        -395.32	       -46.5	       78	        171	         614	        635	  0.45614	1.4e-176	     14703
   1	FILTER_LEN10_494 FILTER_LEN10_494	7.5e-086	   5.0e-089	        -203.32	       -51.0	       69	        171	         340	        375	  0.40351	3.4e-093	     14703
   1	FILTER_LEN10_495 FILTER_LEN10_495	2.0e-097	   1.3e-100	        -229.98	       -49.5	       72	        171	         363	        387	  0.42105	9.0e-105	     14703
   1	FILTER_LEN10_496 FILTER_LEN10_496	2.5e-074	   1.7e-077	        -176.78	       -41.0	       89	        171	         345	        356	  0.52047	1.1e-081	     14703
   1	FILTER_LEN10_497 FILTER_LEN10_497	5.6e-114	   3.8e-117	        -268.08	       -48.0	       75	        171	         425	        447	  0.43860	2.6e-121	     14703
   1	FILTER_LEN10_498 FILTER_LEN10_498	1.9e-207	   1.2e-210	        -483.32	       -47.5	       76	        171	         746	        778	  0.44444	8.5e-215	     14703
   1	FILTER_LEN10_499 FILTER_LEN10_499	1.5e-125	   9.9e-129	        -294.74	       -43.0	       85	        171	         502	        514	  0.49708	6.7e-133	     14703
   1	FILTER_LEN10_500 FILTER_LEN10_500	2.7e-057	   1.8e-060	        -137.57	       -41.0	       87	        171	         268	        278	  0.50877	1.2e-064	     14703
   1	FILTER_LEN10_501 FILTER_LEN10_501	3.4e-167	   2.2e-170	        -390.63	       -41.5	       88	        171	         656	        664	  0.51462	1.5e-174	     14703
   1	FILTER_LEN10_502 FILTER_LEN10_502	7.2e-166	   4.8e-169	        -387.57	       -46.5	       78	        171	         658	        695	  0.45614	3.2e-173	     14703
   1	FILTER_LEN10_503 FILTER_LEN10_503	1.8e-061	   1.2e-064	        -147.19	       -50.5	       70	        171	         245	        267	  0.40936	8.1e-069	     14703
   1	FILTER_LEN10_504 FILTER_LEN10_504	2.0e-109	   1.3e-112	        -257.60	       -48.0	       75	        171	         402	        421	  0.43860	9.1e-117	     14703
   1	FILTER_LEN10_505 FILTER_LEN10_505	8.5e-054	   5.7e-057	        -129.51	       -42.0	       87	        171	         234	        239	  0.50877	3.9e-061	     14703
   1	FILTER_LEN10_506 FILTER_LEN10_506	1.8e-133	   1.2e-136	        -312.99	       -46.5	       78	        171	         540	        572	  0.45614	8.0e-141	     14703
   1	FILTER_LEN10_507 FILTER_LEN10_507	3.7e-245	   2.5e-248	        -570.13	       -46.5	       78	        171	         965	       1020	  0.45614	1.7e-252	     14703
   1	FILTER_LEN10_508 FILTER_LEN10_508	7.8e-120	   5.2e-123	        -281.57	       -45.5	       80	        171	         431	        440	  0.46784	3.5e-127	     14703
   1	FILTER_LEN10_509 FILTER_LEN10_509	6.6e-141	   4.4e-144	        -330.08	       -45.0	       81	        171	         560	        582	  0.47368	3.0e-148	     14703
   1	FILTER_LEN10_510 FILTER_LEN10_510	1.4e-084	   9.2e-088	        -200.41	       -53.0	       65	        171	         335	        380	  0.38012	6.3e-092	     14703
   1	FILTER_LEN10_511 FILTER_LEN10_511	2.2e-078	   1.4e-081	        -186.14	       -46.5	       78	        171	         319	        336	  0.45614	9.8e-086	     14703
   1	FILTER_LEN10_512 FILTER_LEN10_512	1.1e-111	   7.1e-115	        -262.84	       -46.0	       79	        171	         447	        469	  0.46199	4.8e-119	     14703
   1	FILTER_LEN10_513 FILTER_LEN10_513	2.4e-081	   1.6e-084	        -192.95	       -48.5	       74	        171	         316	        336	  0.43275	1.1e-088	     14703
   1	FILTER_LEN10_514 FILTER_LEN10_514	3.6e-146	   2.4e-149	        -342.21	       -49.0	       73	        171	         519	        546	  0.42690	1.6e-153	     14703
   1	FILTER_LEN10_515 FILTER_LEN10_515	1.4e-095	   9.5e-099	        -225.70	       -48.0	       75	        171	         367	        388	  0.43860	6.5e-103	     14703
   1	FILTER_LEN10_516 FILTER_LEN10_516	1.0e-099	   6.7e-103	        -235.26	       -43.0	       85	        171	         412	        423	  0.49708	4.6e-107	     14703
   1	FILTER_LEN10_517 FILTER_LEN10_517	1.8e-089	   1.2e-092	        -211.67	       -43.5	       84	        171	         372	        384	  0.49123	8.0e-097	     14703
   1	FILTER_LEN10_518 FILTER_LEN10_518	3.0e-131	   2.0e-134	        -307.84	       -42.5	       86	        171	         511	        519	  0.50292	1.4e-138	     14703
   1	FILTER_LEN10_519 FILTER_LEN10_519	2.9e-137	   1.9e-140	        -321.71	       -43.5	       84	        171	         531	        542	  0.49123	1.3e-144	     14703
   1	FILTER_LEN10_520 FILTER_LEN10_520	9.1e-038	   6.1e-041	         -92.60	       -48.5	       74	        171	         146	        152	  0.43275	4.1e-045	     14703
   1	FILTER_LEN10_521 FILTER_LEN10_521	3.3e-078	   2.2e-081	        -185.73	       -40.5	       88	        171	         325	        330	  0.51462	1.5e-085	     14703
   1	FILTER_LEN10_522 FILTER_LEN10_522	4.7e-293	   3.1e-296	        -680.42	       -48.5	       74	        171	        1097	       1170	  0.43275	2.1e-300	     14703
   1	FILTER_LEN10_523 FILTER_LEN10_523	2.0e-104	   1.4e-107	        -246.06	       -49.0	       71	        171	         374	        397	  0.41520	9.3e-112	     14703
   1	FILTER_LEN10_524 FILTER_LEN10_524	1.5e-103	   1.0e-106	        -244.04	       -48.5	       74	        171	         413	        444	  0.43275	7.0e-111	     14703
   1	FILTER_LEN10_525 FILTER_LEN10_525	2.8e-011	   1.9e-014	         -31.60	       -36.5	       98	        171	          74	         74	  0.57310	1.3e-018	     14703
   1	FILTER_LEN10_526 FILTER_LEN10_526	1.3e-151	   8.7e-155	        -354.74	       -43.5	       84	        171	         576	        587	  0.49123	5.9e-159	     14703
   1	FILTER_LEN10_527 FILTER_LEN10_527	1.2e-138	   8.0e-142	        -324.89	       -50.0	       71	        171	         532	        578	  0.41520	5.4e-146	     14703
   1	FILTER_LEN10_528 FILTER_LEN10_528	2.4e-097	   1.6e-100	        -229.78	       -44.5	       82	        171	         397	        412	  0.47953	1.1e-104	     14703
   1	FILTER_LEN10_529 FILTER_LEN10_529	1.1e-160	   7.5e-164	        -375.60	       -48.5	       74	        171	         608	        647	  0.43275	5.1e-168	     14703
   1	FILTER_LEN10_530 FILTER_LEN10_530	2.1e-072	   1.4e-075	        -172.38	       -40.5	       90	        171	         304	        307	  0.52632	9.3e-080	     14703
   1	FILTER_LEN10_531 FILTER_LEN10_531	5.1e-041	   3.4e-044	        -100.09	       -37.5	       96	        171	         190	        190	  0.56140	2.3e-048	     14703
   1	FILTER_LEN10_532 FILTER_LEN10_532	5.1e-083	   3.4e-086	        -196.79	       -45.0	       79	        171	         352	        373	  0.46199	2.3e-090	     14703
   1	FILTER_LEN10_533 FILTER_LEN10_533	6.4e-065	   4.3e-068	        -155.12	       -50.0	       71	        171	         254	        274	  0.41520	2.9e-072	     14703
   1	FILTER_LEN10_534 FILTER_LEN10_534	8.5e-067	   5.7e-070	        -159.45	       -39.5	       92	        171	         305	        310	  0.53801	3.9e-074	     14703
