# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   1	FILTER_LEN10_290 FILTER_LEN10_290	2.4e-006	   1.6e-009	         -20.27	         0.0	      102	       3992	        1643	      53850	  0.02555	7.9e-013	      1995
   1	FILTER_LEN10_291 FILTER_LEN10_291	2.7e-046	   1.8e-049	        -112.24	         0.0	      222	       3992	        3840	      53859	  0.05561	9.0e-053	      1995
   1	FILTER_LEN10_292 FILTER_LEN10_292	2.4e-105	   1.6e-108	        -248.21	         0.0	      184	       3992	        3648	      53855	  0.04609	8.0e-112	      1995
   1	FILTER_LEN10_293 FILTER_LEN10_293	9.4e-079	   6.2e-082	        -186.98	         0.0	      336	       3992	        5814	      53559	  0.08417	3.1e-085	      1995
   1	FILTER_LEN10_295 FILTER_LEN10_295	9.5e-311	   6.3e-314	        -721.17	         0.0	       52	       3992	        1914	      53768	  0.01303	3.2e-317	      1995
   1	FILTER_LEN10_296 FILTER_LEN10_296	1.4e-080	   9.5e-084	        -191.17	         0.0	       86	       3992	        1883	      53795	  0.02154	4.8e-087	      1995
   1	FILTER_LEN10_297 FILTER_LEN10_297	2.6e-050	   1.8e-053	        -121.47	         0.0	      150	       3992	        2761	      53869	  0.03758	8.8e-057	      1995
   1	FILTER_LEN10_298 FILTER_LEN10_298	5.1e-030	   3.4e-033	         -74.76	         0.0	       88	       3992	        1633	      53602	  0.02204	1.7e-036	      1995
   1	FILTER_LEN10_299 FILTER_LEN10_299	3.6e-016	   2.4e-019	         -42.87	         0.0	      528	       3992	        7889	      53778	  0.13226	1.2e-022	      1995
   1	FILTER_LEN10_301 FILTER_LEN10_301	2.2e-360	   1.5e-363	        -835.46	         0.0	       88	       3992	        2812	      53436	  0.02204	7.3e-367	      1995
   1	FILTER_LEN10_303 FILTER_LEN10_303	4.7e-1198	   3.1e-1201	       -2764.26	         0.0	       82	       3992	        4212	      51494	  0.02054	1.6e-1204	      1995
   1	FILTER_LEN10_306 FILTER_LEN10_306	8.1e-251	   5.4e-254	        -583.17	         0.0	       78	       3992	        2326	      53869	  0.01954	2.7e-257	      1995
   1	FILTER_LEN10_307 FILTER_LEN10_307	5.8e-006	   3.9e-009	         -19.37	         0.0	        6	       3992	         151	      53862	  0.00150	1.9e-012	      1995
   1	FILTER_LEN10_311 FILTER_LEN10_311	1.1e-1187	   7.5e-1191	       -2740.37	         0.0	       82	       3992	        4279	      53380	  0.02054	3.8e-1194	      1995
   1	FILTER_LEN10_312 FILTER_LEN10_312	1.3e-025	   8.7e-029	         -64.61	         0.0	       94	       3992	        1703	      53872	  0.02355	4.4e-032	      1995
   1	FILTER_LEN10_314 FILTER_LEN10_314	8.7e-022	   5.8e-025	         -55.80	         0.0	      138	       3992	        2346	      53871	  0.03457	2.9e-028	      1995
   1	FILTER_LEN10_316 FILTER_LEN10_316	2.7e-323	   1.8e-326	        -750.06	         0.0	       92	       3992	        2811	      53818	  0.02305	9.0e-330	      1995
   1	FILTER_LEN10_317 FILTER_LEN10_317	9.5e-331	   6.4e-334	        -767.21	         0.0	      132	       3992	        3627	      53766	  0.03307	3.2e-337	      1995
   1	FILTER_LEN10_319 FILTER_LEN10_319	2.6e-123	   1.7e-126	        -289.57	         0.0	      118	       3992	        2628	      53786	  0.02956	8.7e-130	      1995
   1	FILTER_LEN10_320 FILTER_LEN10_320	1.5e-527	   9.8e-531	       -1220.39	         0.0	       82	       3992	        3082	      53760	  0.02054	4.9e-534	      1995
   1	FILTER_LEN10_321 FILTER_LEN10_321	1.5e-033	   9.9e-037	         -82.91	         0.0	      210	       3992	        3543	      53873	  0.05261	4.9e-040	      1995
   1	FILTER_LEN10_322 FILTER_LEN10_322	6.1e-133	   4.1e-136	        -311.75	         0.0	      122	       3992	        2738	      53727	  0.03056	2.0e-139	      1995
   1	FILTER_LEN10_324 FILTER_LEN10_324	9.9e-997	   6.6e-1000	       -2300.70	         0.0	       76	       3992	        3819	      53860	  0.01904	3.3e-1003	      1995
   1	FILTER_LEN10_329 FILTER_LEN10_329	2.7e-020	   1.8e-023	         -52.37	         0.0	       96	       3992	        1692	      53868	  0.02405	9.1e-027	      1995
   1	FILTER_LEN10_330 FILTER_LEN10_330	1.7e-059	   1.2e-062	        -142.61	         0.0	      146	       3992	        2760	      53872	  0.03657	5.8e-066	      1995
   1	FILTER_LEN10_331 FILTER_LEN10_331	6.1e-500	   4.1e-503	       -1156.80	         0.0	       80	       3992	        2955	      53157	  0.02004	2.0e-506	      1995
   1	FILTER_LEN10_332 FILTER_LEN10_332	7.1e-046	   4.7e-049	        -111.28	         0.0	       98	       3992	        1888	      53361	  0.02455	2.4e-052	      1995
   1	FILTER_LEN10_335 FILTER_LEN10_335	7.1e-058	   4.8e-061	        -138.90	         0.0	       36	       3992	         897	      53513	  0.00902	2.4e-064	      1995
   1	FILTER_LEN10_336 FILTER_LEN10_336	4.6e-055	   3.0e-058	        -132.44	         0.0	      252	       3992	        4370	      53850	  0.06313	1.5e-061	      1995
   1	FILTER_LEN10_338 FILTER_LEN10_338	2.2e-078	   1.5e-081	        -186.13	         0.0	      156	       3992	        3036	      53836	  0.03908	7.3e-085	      1995
   1	FILTER_LEN10_341 FILTER_LEN10_341	5.7e-016	   3.8e-019	         -42.41	         0.0	      438	       3992	        6624	      53866	  0.10972	1.9e-022	      1995
   1	FILTER_LEN10_342 FILTER_LEN10_342	5.0e-016	   3.3e-019	         -42.55	         0.0	     1010	       3992	       14615	      53868	  0.25301	1.7e-022	      1995
   1	FILTER_LEN10_343 FILTER_LEN10_343	6.2e-034	   4.1e-037	         -83.78	         0.0	      194	       3992	        3306	      53873	  0.04860	2.1e-040	      1995
   1	FILTER_LEN10_347 FILTER_LEN10_347	7.6e-060	   5.1e-063	        -143.43	         0.0	      604	       3992	        9600	      53801	  0.15130	2.6e-066	      1995
   1	FILTER_LEN10_348 FILTER_LEN10_348	2.3e-017	   1.5e-020	         -45.62	         0.0	       34	       3992	         688	      53864	  0.00852	7.7e-024	      1995
   1	FILTER_LEN10_349 FILTER_LEN10_349	1.6e-006	   1.0e-009	         -20.69	         0.0	        4	       3992	         115	      53866	  0.00100	5.2e-013	      1995
   1	FILTER_LEN10_350 FILTER_LEN10_350	5.1e-058	   3.4e-061	        -139.24	         0.0	      100	       3992	        1999	      53607	  0.02505	1.7e-064	      1995
   1	FILTER_LEN10_351 FILTER_LEN10_351	3.1e-126	   2.1e-129	        -296.31	         0.0	      180	       3992	        3661	      53250	  0.04509	1.0e-132	      1995
   1	FILTER_LEN10_352 FILTER_LEN10_352	1.4e-041	   9.3e-045	        -101.39	         0.0	      346	       3992	        5643	      53845	  0.08667	4.7e-048	      1995
   1	FILTER_LEN10_353 FILTER_LEN10_353	1.0e-037	   6.6e-041	         -92.51	         0.0	      312	       3992	        5101	      53854	  0.07816	3.3e-044	      1995
   1	FILTER_LEN10_355 FILTER_LEN10_355	1.8e-108	   1.2e-111	        -255.41	         0.0	      148	       3992	        3071	      53860	  0.03707	6.0e-115	      1995
   1	FILTER_LEN10_356 FILTER_LEN10_356	9.7e-218	   6.4e-221	        -507.01	         0.0	       74	       3992	        2139	      53437	  0.01854	3.2e-224	      1995
   1	FILTER_LEN10_358 FILTER_LEN10_358	5.7e-009	   3.8e-012	         -26.30	         0.0	     3816	       3992	       51861	      53870	  0.95591	1.9e-015	      1995
   1	FILTER_LEN10_361 FILTER_LEN10_361	8.0e-061	   5.4e-064	        -145.69	         0.0	      142	       3992	        2696	      53674	  0.03557	2.7e-067	      1995
   1	FILTER_LEN10_362 FILTER_LEN10_362	9.2e-083	   6.1e-086	        -196.21	         0.0	      154	       3992	        3022	      53665	  0.03858	3.1e-089	      1995
   1	FILTER_LEN10_363 FILTER_LEN10_363	7.9e-226	   5.3e-229	        -525.63	         0.0	      124	       3992	        3120	      53465	  0.03106	2.6e-232	      1995
   1	FILTER_LEN10_364 FILTER_LEN10_364	1.0e-006	   6.8e-010	         -21.11	         0.0	       78	       3992	        1292	      53873	  0.01954	3.4e-013	      1995
   1	FILTER_LEN10_369 FILTER_LEN10_369	7.4e-084	   4.9e-087	        -198.73	         0.0	      218	       3992	        4011	      53094	  0.05461	2.5e-090	      1995
   1	FILTER_LEN10_377 FILTER_LEN10_377	1.5e-097	   9.8e-101	        -230.28	         0.0	       80	       3992	        1854	      53871	  0.02004	4.9e-104	      1995
   1	FILTER_LEN10_382 FILTER_LEN10_382	2.9e-006	   1.9e-009	         -20.07	         0.0	      322	       3992	        4796	      53857	  0.08066	9.7e-013	      1995
   1	FILTER_LEN10_386 FILTER_LEN10_386	1.7e-268	   1.1e-271	        -623.90	         0.0	       82	       3992	        2457	      53851	  0.02054	5.6e-275	      1995
   1	FILTER_LEN10_389 FILTER_LEN10_389	1.2e-188	   8.3e-192	        -439.98	         0.0	       98	       3992	        2523	      53862	  0.02455	4.1e-195	      1995
   1	FILTER_LEN10_392 FILTER_LEN10_392	8.9e-223	   5.9e-226	        -518.61	         0.0	       90	       3992	        2471	      53530	  0.02255	3.0e-229	      1995
   1	FILTER_LEN10_393 FILTER_LEN10_393	2.9e-1438	   1.9e-1441	       -3317.37	         0.0	       78	       3992	        4526	      52779	  0.01954	9.6e-1445	      1995
   1	FILTER_LEN10_394 FILTER_LEN10_394	2.1e-070	   1.4e-073	        -167.75	         0.0	      250	       3992	        4453	      53720	  0.06263	7.0e-077	      1995
   1	FILTER_LEN10_398 FILTER_LEN10_398	1.8e-008	   1.2e-011	         -25.14	         0.0	      322	       3992	        4842	      53873	  0.08066	6.0e-015	      1995
   1	FILTER_LEN10_404 FILTER_LEN10_404	2.8e-148	   1.9e-151	        -347.07	         0.0	      206	       3992	        4238	      53852	  0.05160	9.3e-155	      1995
   1	FILTER_LEN10_410 FILTER_LEN10_410	5.7e-082	   3.8e-085	        -194.38	         0.0	      114	       3992	        2368	      53867	  0.02856	1.9e-088	      1995
   1	FILTER_LEN10_411 FILTER_LEN10_411	1.0e-083	   6.7e-087	        -198.42	         0.0	       46	       3992	        1181	      53873	  0.01152	3.4e-090	      1995
   1	FILTER_LEN10_413 FILTER_LEN10_413	9.1e-251	   6.1e-254	        -583.05	         0.0	      124	       3992	        3172	      52703	  0.03106	3.0e-257	      1995
   1	FILTER_LEN10_414 FILTER_LEN10_414	2.2e-132	   1.4e-135	        -310.48	         0.0	      122	       3992	        2739	      53831	  0.03056	7.3e-139	      1995
   1	FILTER_LEN10_418 FILTER_LEN10_418	7.7e-1158	   5.2e-1161	       -2671.66	         0.0	       76	       3992	        4080	      53789	  0.01904	2.6e-1164	      1995
   1	FILTER_LEN10_421 FILTER_LEN10_421	2.0e-019	   1.4e-022	         -50.35	         0.0	       42	       3992	         832	      53873	  0.01052	6.8e-026	      1995
   1	FILTER_LEN10_422 FILTER_LEN10_422	5.9e-061	   3.9e-064	        -146.00	         0.0	      160	       3992	        2985	      53728	  0.04008	2.0e-067	      1995
   1	FILTER_LEN10_423 FILTER_LEN10_423	4.0e-011	   2.7e-014	         -31.24	         0.0	       72	       3992	        1244	      53838	  0.01804	1.4e-017	      1995
   1	FILTER_LEN10_426 FILTER_LEN10_426	7.1e-612	   4.7e-615	       -1414.54	         0.0	       84	       3992	        3280	      53054	  0.02104	2.4e-618	      1995
   1	FILTER_LEN10_431 FILTER_LEN10_431	1.2e-007	   7.9e-011	         -23.27	         0.0	        2	       3992	          74	      53214	  0.00050	3.9e-014	      1995
   1	FILTER_LEN10_434 FILTER_LEN10_434	2.2e-287	   1.4e-290	        -667.38	         0.0	       88	       3992	        2578	      52253	  0.02204	7.3e-294	      1995
   1	FILTER_LEN10_436 FILTER_LEN10_436	2.0e-043	   1.3e-046	        -105.64	         0.0	       40	       3992	         917	      53873	  0.01002	6.7e-050	      1995
   1	FILTER_LEN10_438 FILTER_LEN10_438	6.6e-021	   4.4e-024	         -53.79	         0.0	        4	       3992	         151	      53873	  0.00100	2.2e-027	      1995
   1	FILTER_LEN10_440 FILTER_LEN10_440	1.8e-007	   1.2e-010	         -22.83	         0.0	      774	       3992	       11121	      53819	  0.19389	6.1e-014	      1995
   1	FILTER_LEN10_441 FILTER_LEN10_441	8.3e-077	   5.5e-080	        -182.50	         0.0	       78	       3992	        1730	      53863	  0.01954	2.8e-083	      1995
   1	FILTER_LEN10_445 FILTER_LEN10_445	9.3e-019	   6.2e-022	         -48.83	         0.0	       18	       3992	         420	      53871	  0.00451	3.1e-025	      1995
   1	FILTER_LEN10_446 FILTER_LEN10_446	9.0e-205	   6.0e-208	        -477.15	         0.0	      202	       3992	        4429	      53708	  0.05060	3.0e-211	      1995
   1	FILTER_LEN10_449 FILTER_LEN10_449	4.0e-284	   2.7e-287	        -659.86	         0.0	      110	       3992	        3045	      53464	  0.02756	1.3e-290	      1995
   1	FILTER_LEN10_450 FILTER_LEN10_450	2.4e-006	   1.6e-009	         -20.25	         0.0	       28	       3992	         523	      53871	  0.00701	8.0e-013	      1995
   1	FILTER_LEN10_453 FILTER_LEN10_453	5.4e-465	   3.6e-468	       -1076.33	         0.0	       94	       3992	        3204	      53607	  0.02355	1.8e-471	      1995
   1	FILTER_LEN10_455 FILTER_LEN10_455	6.1e-011	   4.0e-014	         -30.84	         0.0	       70	       3992	        1212	      53873	  0.01754	2.0e-017	      1995
   1	FILTER_LEN10_457 FILTER_LEN10_457	1.3e-214	   8.4e-218	        -499.83	         0.0	      190	       3992	        4273	      53838	  0.04760	4.2e-221	      1995
   1	FILTER_LEN10_458 FILTER_LEN10_458	1.5e-933	   9.8e-937	       -2155.24	         0.0	       90	       3992	        4031	      52757	  0.02255	4.9e-940	      1995
   1	FILTER_LEN10_459 FILTER_LEN10_459	1.9e-011	   1.2e-014	         -32.02	         0.0	      754	       3992	       10957	      53857	  0.18888	6.2e-018	      1995
   1	FILTER_LEN10_462 FILTER_LEN10_462	1.8e-011	   1.2e-014	         -32.08	         0.0	       24	       3992	         489	      53872	  0.00601	5.8e-018	      1995
   1	FILTER_LEN10_465 FILTER_LEN10_465	2.5e-064	   1.7e-067	        -153.76	         0.0	      260	       3992	        4568	      53846	  0.06513	8.4e-071	      1995
   1	FILTER_LEN10_469 FILTER_LEN10_469	4.1e-300	   2.7e-303	        -696.69	         0.0	       62	       3992	        2078	      52367	  0.01553	1.4e-306	      1995
   1	FILTER_LEN10_471 FILTER_LEN10_471	8.6e-006	   5.7e-009	         -18.98	         0.0	     2262	       3992	       31318	      53873	  0.56663	2.9e-012	      1995
   1	FILTER_LEN10_472 FILTER_LEN10_472	4.3e-072	   2.9e-075	        -171.64	         0.0	       38	       3992	         989	      53862	  0.00952	1.4e-078	      1995
   1	FILTER_LEN10_473 FILTER_LEN10_473	2.2e-020	   1.5e-023	         -52.57	         0.0	      224	       3992	        3601	      53732	  0.05611	7.4e-027	      1995
   1	FILTER_LEN10_476 FILTER_LEN10_476	3.0e-114	   2.0e-117	        -268.72	         0.0	       90	       3992	        2099	      53800	  0.02255	9.9e-121	      1995
   1	FILTER_LEN10_479 FILTER_LEN10_479	7.9e-281	   5.3e-284	        -652.27	         0.0	       68	       3992	        2190	      53553	  0.01703	2.6e-287	      1995
   1	FILTER_LEN10_480 FILTER_LEN10_480	3.4e-034	   2.3e-037	         -84.37	         0.0	       44	       3992	         944	      53869	  0.01102	1.1e-040	      1995
   1	FILTER_LEN10_481 FILTER_LEN10_481	1.4e-038	   9.5e-042	         -94.46	         0.0	       60	       3992	        1237	      53873	  0.01503	4.8e-045	      1995
   1	FILTER_LEN10_483 FILTER_LEN10_483	7.8e-028	   5.2e-031	         -69.73	         0.0	      230	       3992	        3783	      53871	  0.05762	2.6e-034	      1995
   1	FILTER_LEN10_484 FILTER_LEN10_484	1.2e-032	   7.7e-036	         -80.85	         0.0	      124	       3992	        2224	      53854	  0.03106	3.9e-039	      1995
   1	FILTER_LEN10_485 FILTER_LEN10_485	5.4e-017	   3.6e-020	         -44.77	         0.0	      304	       3992	        4724	      53835	  0.07615	1.8e-023	      1995
   1	FILTER_LEN10_489 FILTER_LEN10_489	9.9e-017	   6.6e-020	         -44.16	         0.0	      208	       3992	        3327	      53820	  0.05210	3.3e-023	      1995
   1	FILTER_LEN10_491 FILTER_LEN10_491	1.6e-155	   1.1e-158	        -363.72	         0.0	      180	       3992	        3790	      52993	  0.04509	5.5e-162	      1995
   1	FILTER_LEN10_492 FILTER_LEN10_492	3.9e-061	   2.6e-064	        -146.40	         0.0	      214	       3992	        3829	      53723	  0.05361	1.3e-067	      1995
   1	FILTER_LEN10_494 FILTER_LEN10_494	3.8e-047	   2.5e-050	        -114.20	         0.0	       34	       3992	         824	      53857	  0.00852	1.3e-053	      1995
   1	FILTER_LEN10_496 FILTER_LEN10_496	1.9e-062	   1.3e-065	        -149.42	         0.0	      244	       3992	        4305	      53805	  0.06112	6.4e-069	      1995
   1	FILTER_LEN10_497 FILTER_LEN10_497	2.0e-007	   1.3e-010	         -22.74	         0.0	     1796	       3992	       25094	      53873	  0.44990	6.7e-014	      1995
   1	FILTER_LEN10_500 FILTER_LEN10_500	3.4e-263	   2.3e-266	        -611.67	         0.0	       78	       3992	        2350	      53513	  0.01954	1.1e-269	      1995
   1	FILTER_LEN10_501 FILTER_LEN10_501	1.2e-018	   7.8e-022	         -48.60	         0.0	       48	       3992	         925	      53873	  0.01202	3.9e-025	      1995
   1	FILTER_LEN10_503 FILTER_LEN10_503	2.6e-139	   1.8e-142	        -326.41	         0.0	      166	       3992	        3514	      53625	  0.04158	8.8e-146	      1995
   1	FILTER_LEN10_504 FILTER_LEN10_504	1.8e-1127	   1.2e-1130	       -2601.72	         0.0	       66	       3992	        3742	      53761	  0.01653	6.1e-1134	      1995
   1	FILTER_LEN10_505 FILTER_LEN10_505	5.4e-273	   3.6e-276	        -634.22	         0.0	       90	       3992	        2609	      53184	  0.02255	1.8e-279	      1995
   1	FILTER_LEN10_506 FILTER_LEN10_506	5.2e-019	   3.5e-022	         -49.41	         0.0	        2	       3992	          97	      53872	  0.00050	1.7e-025	      1995
   1	FILTER_LEN10_508 FILTER_LEN10_508	2.5e-021	   1.7e-024	         -54.75	         0.0	       40	       3992	         810	      53868	  0.01002	8.4e-028	      1995
   1	FILTER_LEN10_510 FILTER_LEN10_510	1.0e-007	   6.8e-011	         -23.41	         0.0	        4	       3992	         118	      53871	  0.00100	3.4e-014	      1995
   1	FILTER_LEN10_511 FILTER_LEN10_511	7.8e-105	   5.2e-108	        -247.03	         0.0	      180	       3992	        3577	      53809	  0.04509	2.6e-111	      1995
   1	FILTER_LEN10_513 FILTER_LEN10_513	3.5e-077	   2.4e-080	        -183.35	         0.0	      184	       3992	        3471	      53728	  0.04609	1.2e-083	      1995
   1	FILTER_LEN10_515 FILTER_LEN10_515	3.2e-304	   2.1e-307	        -706.13	         0.0	       72	       3992	        2342	      53829	  0.01804	1.1e-310	      1995
   1	FILTER_LEN10_516 FILTER_LEN10_516	9.6e-272	   6.4e-275	        -631.35	         0.0	       78	       3992	        2384	      53851	  0.01954	3.2e-278	      1995
   1	FILTER_LEN10_518 FILTER_LEN10_518	7.4e-027	   4.9e-030	         -67.48	         0.0	      118	       3992	        2085	      53872	  0.02956	2.5e-033	      1995
   1	FILTER_LEN10_519 FILTER_LEN10_519	2.0e-023	   1.3e-026	         -59.60	         0.0	      306	       3992	        4845	      53873	  0.07665	6.6e-030	      1995
   1	FILTER_LEN10_520 FILTER_LEN10_520	8.7e-469	   5.8e-472	       -1085.06	         0.0	      124	       3992	        3764	      51867	  0.03106	2.9e-475	      1995
   1	FILTER_LEN10_521 FILTER_LEN10_521	4.2e-879	   2.8e-882	       -2029.84	         0.0	       86	       3992	        3871	      53693	  0.02154	1.4e-885	      1995
   1	FILTER_LEN10_528 FILTER_LEN10_528	6.5e-008	   4.3e-011	         -23.87	         0.0	       42	       3992	         755	      53872	  0.01052	2.2e-014	      1995
   1	FILTER_LEN10_530 FILTER_LEN10_530	2.0e-483	   1.3e-486	       -1118.76	         0.0	       96	       3992	        3275	      53196	  0.02405	6.7e-490	      1995
   1	FILTER_LEN10_531 FILTER_LEN10_531	1.0e-205	   6.7e-209	        -479.35	         0.0	       68	       3992	        1956	      52375	  0.01703	3.3e-212	      1995
   1	FILTER_LEN10_534 FILTER_LEN10_534	1.6e-045	   1.1e-048	        -110.46	         0.0	      146	       3992	        2663	      53858	  0.03657	5.4e-052	      1995
   1	FILTER_LEN10_535 FILTER_LEN10_535	6.8e-050	   4.5e-053	        -120.53	         0.0	       88	       3992	        1764	      53869	  0.02204	2.3e-056	      1995
   1	FILTER_LEN10_536 FILTER_LEN10_536	2.4e-548	   1.6e-551	       -1268.24	         0.0	      118	       3992	        3927	      53693	  0.02956	8.1e-555	      1995
   1	FILTER_LEN10_539 FILTER_LEN10_539	1.3e-023	   8.6e-027	         -60.02	         0.0	     2702	       3992	       37656	      53827	  0.67685	4.3e-030	      1995
   1	FILTER_LEN10_542 FILTER_LEN10_542	7.9e-130	   5.3e-133	        -304.58	         0.0	       44	       3992	        1284	      53584	  0.01102	2.6e-136	      1995
   1	FILTER_LEN10_544 FILTER_LEN10_544	1.3e-018	   9.0e-022	         -48.46	         0.0	       90	       3992	        1585	      53872	  0.02255	4.5e-025	      1995
   1	FILTER_LEN10_550 FILTER_LEN10_550	1.3e-705	   8.3e-709	       -1630.41	         0.0	       86	       3992	        3417	      50583	  0.02154	4.2e-712	      1995
   1	FILTER_LEN10_552 FILTER_LEN10_552	2.8e-507	   1.8e-510	       -1173.71	         0.0	      104	       3992	        3512	      53370	  0.02605	9.2e-514	      1995
   1	FILTER_LEN10_553 FILTER_LEN10_553	6.4e-082	   4.3e-085	        -194.27	         0.0	      166	       3992	        3220	      53869	  0.04158	2.1e-088	      1995
   1	FILTER_LEN10_558 FILTER_LEN10_558	1.5e-026	   1.0e-029	         -66.75	         0.0	        4	       3992	         163	      53848	  0.00100	5.2e-033	      1995
   1	FILTER_LEN10_562 FILTER_LEN10_562	2.1e-032	   1.4e-035	         -80.25	         0.0	      428	       3992	        6730	      53867	  0.10721	7.0e-039	      1995
   1	FILTER_LEN10_563 FILTER_LEN10_563	8.2e-125	   5.5e-128	        -293.03	         0.0	      148	       3992	        3152	      53858	  0.03707	2.7e-131	      1995
   1	FILTER_LEN10_565 FILTER_LEN10_565	2.3e-099	   1.5e-102	        -234.45	         0.0	      148	       3992	        3022	      53801	  0.03707	7.6e-106	      1995
   1	FILTER_LEN10_570 FILTER_LEN10_570	2.3e-264	   1.5e-267	        -614.38	         0.0	      148	       3992	        3700	      53551	  0.03707	7.6e-271	      1995
   1	FILTER_LEN10_571 FILTER_LEN10_571	2.3e-066	   1.5e-069	        -158.47	         0.0	       62	       3992	        1404	      53869	  0.01553	7.5e-073	      1995
   1	FILTER_LEN10_572 FILTER_LEN10_572	6.2e-019	   4.2e-022	         -49.23	         0.0	      478	       3992	        7241	      53843	  0.11974	2.1e-025	      1995
   1	FILTER_LEN10_575 FILTER_LEN10_575	2.8e-007	   1.9e-010	         -22.40	         0.0	      678	       3992	        9797	      53872	  0.16984	9.4e-014	      1995
   1	FILTER_LEN10_576 FILTER_LEN10_576	2.2e-386	   1.5e-389	        -895.33	         0.0	      124	       3992	        3617	      53404	  0.03106	7.3e-393	      1995
   1	FILTER_LEN10_577 FILTER_LEN10_577	1.9e-1633	   1.3e-1636	       -3766.78	         0.0	       78	       3992	        4860	      53851	  0.01954	6.4e-1640	      1995
   1	FILTER_LEN10_578 FILTER_LEN10_578	5.1e-092	   3.4e-095	        -217.53	         0.0	      354	       3992	        6179	      53435	  0.08868	1.7e-098	      1995
   1	FILTER_LEN10_579 FILTER_LEN10_579	1.8e-209	   1.2e-212	        -487.96	         0.0	       88	       3992	        2392	      53564	  0.02204	6.1e-216	      1995
   1	FILTER_LEN10_581 FILTER_LEN10_581	1.0e-015	   6.8e-019	         -41.83	         0.0	        4	       3992	         139	      53869	  0.00100	3.4e-022	      1995
   1	FILTER_LEN10_582 FILTER_LEN10_582	1.8e-133	   1.2e-136	        -312.96	         0.0	      174	       3992	        3632	      53871	  0.04359	6.1e-140	      1995
   1	FILTER_LEN10_584 FILTER_LEN10_584	4.0e-006	   2.6e-009	         -19.75	         0.0	      298	       3992	        4456	      53873	  0.07465	1.3e-012	      1995
   1	FILTER_LEN10_586 FILTER_LEN10_586	4.0e-294	   2.6e-297	        -682.89	         0.0	      230	       3992	        5286	      53731	  0.05762	1.3e-300	      1995
   1	FILTER_LEN10_594 FILTER_LEN10_594	8.8e-673	   5.9e-676	       -1554.78	         0.0	       98	       3992	        3747	      53391	  0.02455	2.9e-679	      1995
   1	FILTER_LEN10_596 FILTER_LEN10_596	1.2e-430	   8.2e-434	        -997.21	         0.0	       82	       3992	        2868	      53846	  0.02054	4.1e-437	      1995
   1	FILTER_LEN10_597 FILTER_LEN10_597	7.8e-033	   5.2e-036	         -81.24	         0.0	       72	       3992	        1402	      53872	  0.01804	2.6e-039	      1995
   1	FILTER_LEN10_598 FILTER_LEN10_598	1.1e-047	   7.4e-051	        -115.44	         0.0	      250	       3992	        4275	      53848	  0.06263	3.7e-054	      1995
   1	FILTER_LEN10_599 FILTER_LEN10_599	6.5e-294	   4.3e-297	        -682.40	         0.0	       94	       3992	        2769	      53778	  0.02355	2.2e-300	      1995
   1	FILTER_LEN10_600 FILTER_LEN10_600	7.3e-021	   4.9e-024	         -53.68	         0.0	      758	       3992	       11222	      53872	  0.18988	2.4e-027	      1995
   1	FILTER_LEN10_601 FILTER_LEN10_601	7.1e-022	   4.7e-025	         -56.01	         0.0	      216	       3992	        3504	      53776	  0.05411	2.4e-028	      1995
   1	FILTER_LEN10_608 FILTER_LEN10_608	3.1e-039	   2.1e-042	         -95.99	         0.0	      266	       3992	        4383	      53141	  0.06663	1.0e-045	      1995
   1	FILTER_LEN10_611 FILTER_LEN10_611	4.2e-184	   2.8e-187	        -429.56	         0.0	      130	       3992	        3093	      53849	  0.03257	1.4e-190	      1995
   1	FILTER_LEN10_612 FILTER_LEN10_612	4.5e-014	   3.0e-017	         -38.04	         0.0	      546	       3992	        8114	      53872	  0.13677	1.5e-020	      1995
   1	FILTER_LEN10_614 FILTER_LEN10_614	1.5e-133	   1.0e-136	        -313.15	         0.0	      250	       3992	        4864	      53692	  0.06263	5.0e-140	      1995
   1	FILTER_LEN10_616 FILTER_LEN10_616	1.4e-010	   9.6e-014	         -29.97	         0.0	      154	       3992	        2460	      53870	  0.03858	4.8e-017	      1995
   1	FILTER_LEN10_618 FILTER_LEN10_618	2.1e-026	   1.4e-029	         -66.45	         0.0	      216	       3992	        3560	      53872	  0.05411	7.0e-033	      1995
   1	FILTER_LEN10_623 FILTER_LEN10_623	1.5e-034	   9.8e-038	         -85.22	         0.0	       80	       3992	        1542	      53873	  0.02004	4.9e-041	      1995
   1	FILTER_LEN10_624 FILTER_LEN10_624	8.6e-038	   5.7e-041	         -92.66	         0.0	       38	       3992	         856	      53850	  0.00952	2.9e-044	      1995
   1	FILTER_LEN10_625 FILTER_LEN10_625	3.2e-009	   2.1e-012	         -26.89	         0.0	        2	       3992	          78	      53861	  0.00050	1.1e-015	      1995
   1	FILTER_LEN10_628 FILTER_LEN10_628	6.9e-235	   4.6e-238	        -546.49	         0.0	      130	       3992	        3262	      53447	  0.03257	2.3e-241	      1995
   1	FILTER_LEN10_630 FILTER_LEN10_630	4.0e-031	   2.6e-034	         -77.31	         0.0	       16	       3992	         429	      53868	  0.00401	1.3e-037	      1995
   1	FILTER_LEN10_632 FILTER_LEN10_632	8.2e-581	   5.4e-584	       -1343.02	         0.0	       86	       3992	        3268	      53210	  0.02154	2.7e-587	      1995
