# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   1	FILTER_LEN10_633 FILTER_LEN10_633	5.5e-027	   3.7e-030	         -67.77	         0.0	      278	       3992	        4475	      53795	  0.06964	1.9e-033	      1995
   1	FILTER_LEN10_637 FILTER_LEN10_637	2.5e-502	   1.6e-505	       -1162.31	         0.0	       90	       3992	        3211	      53817	  0.02255	8.2e-509	      1995
   1	FILTER_LEN10_644 FILTER_LEN10_644	8.7e-263	   5.8e-266	        -610.73	         0.0	       90	       3992	        2584	      53327	  0.02255	2.9e-269	      1995
   1	FILTER_LEN10_646 FILTER_LEN10_646	7.2e-183	   4.8e-186	        -426.71	         0.0	       92	       3992	        2389	      53814	  0.02305	2.4e-189	      1995
   1	FILTER_LEN10_647 FILTER_LEN10_647	3.1e-218	   2.1e-221	        -508.14	         0.0	      142	       3992	        3423	      53520	  0.03557	1.0e-224	      1995
   1	FILTER_LEN10_648 FILTER_LEN10_648	2.8e-263	   1.9e-266	        -611.86	         0.0	      156	       3992	        3854	      53761	  0.03908	9.4e-270	      1995
   1	FILTER_LEN10_651 FILTER_LEN10_651	1.3e-042	   8.5e-046	        -103.78	         0.0	       56	       3992	        1190	      53872	  0.01403	4.2e-049	      1995
   1	FILTER_LEN10_652 FILTER_LEN10_652	2.6e-080	   1.7e-083	        -190.57	         0.0	       38	       3992	        1012	      53513	  0.00952	8.7e-087	      1995
   1	FILTER_LEN10_653 FILTER_LEN10_653	4.4e-102	   2.9e-105	        -240.69	         0.0	       66	       3992	        1603	      53124	  0.01653	1.5e-108	      1995
   1	FILTER_LEN10_654 FILTER_LEN10_654	6.3e-052	   4.2e-055	        -125.20	         0.0	      104	       3992	        2037	      53871	  0.02605	2.1e-058	      1995
   1	FILTER_LEN10_657 FILTER_LEN10_657	1.7e-019	   1.2e-022	         -50.52	         0.0	      186	       3992	        3039	      53870	  0.04659	5.8e-026	      1995
   1	FILTER_LEN10_660 FILTER_LEN10_660	8.0e-830	   5.3e-833	       -1916.38	         0.0	       96	       3992	        4021	      53516	  0.02405	2.7e-836	      1995
   1	FILTER_LEN10_661 FILTER_LEN10_661	1.3e-006	   8.7e-010	         -20.87	         0.0	      278	       3992	        4182	      53873	  0.06964	4.3e-013	      1995
   1	FILTER_LEN10_663 FILTER_LEN10_663	2.7e-2675	   1.8e-2678	       -6165.74	         0.0	       78	       3992	        6231	      53837	  0.01954	9.0e-2682	      1995
   1	FILTER_LEN10_667 FILTER_LEN10_667	7.5e-214	   5.0e-217	        -498.06	         0.0	       78	       3992	        2142	      51215	  0.01954	2.5e-220	      1995
   1	FILTER_LEN10_669 FILTER_LEN10_669	4.2e-037	   2.8e-040	         -91.07	         0.0	      166	       3992	        2904	      53790	  0.04158	1.4e-043	      1995
   1	FILTER_LEN10_673 FILTER_LEN10_673	3.5e-128	   2.4e-131	        -300.78	         0.0	      194	       3992	        3914	      53485	  0.04860	1.2e-134	      1995
   1	FILTER_LEN10_675 FILTER_LEN10_675	3.4e-413	   2.3e-416	        -957.06	         0.0	       98	       3992	        3170	      53774	  0.02455	1.1e-419	      1995
   1	FILTER_LEN10_678 FILTER_LEN10_678	2.8e-006	   1.9e-009	         -20.10	         0.0	     1260	       3992	       17766	      53870	  0.31563	9.3e-013	      1995
   1	FILTER_LEN10_679 FILTER_LEN10_679	1.5e-024	   1.0e-027	         -62.15	         0.0	       40	       3992	         827	      53872	  0.01002	5.1e-031	      1995
   1	FILTER_LEN10_681 FILTER_LEN10_681	7.0e-2024	   4.7e-2027	       -4665.79	         0.0	       84	       3992	        5590	      53747	  0.02104	2.4e-2030	      1995
   1	FILTER_LEN10_682 FILTER_LEN10_682	4.0e-227	   2.7e-230	        -528.60	         0.0	       88	       3992	        2457	      53870	  0.02204	1.4e-233	      1995
   1	FILTER_LEN10_686 FILTER_LEN10_686	8.1e-029	   5.4e-032	         -72.00	         0.0	      226	       3992	        3731	      53815	  0.05661	2.7e-035	      1995
   1	FILTER_LEN10_687 FILTER_LEN10_687	1.4e-144	   9.1e-148	        -338.57	         0.0	       90	       3992	        2213	      53694	  0.02255	4.6e-151	      1995
   1	FILTER_LEN10_690 FILTER_LEN10_690	3.8e-083	   2.5e-086	        -197.09	         0.0	      228	       3992	        4200	      53661	  0.05711	1.3e-089	      1995
   1	FILTER_LEN10_692 FILTER_LEN10_692	6.0e-010	   4.0e-013	         -28.55	         0.0	     1410	       3992	       19935	      53873	  0.35321	2.0e-016	      1995
   1	FILTER_LEN10_694 FILTER_LEN10_694	9.1e-015	   6.1e-018	         -39.64	         0.0	      226	       3992	        3566	      53870	  0.05661	3.0e-021	      1995
   1	FILTER_LEN10_695 FILTER_LEN10_695	1.3e-030	   8.5e-034	         -76.14	         0.0	       82	       3992	        1549	      53864	  0.02054	4.3e-037	      1995
   1	FILTER_LEN10_696 FILTER_LEN10_696	5.3e-011	   3.5e-014	         -30.97	         0.0	        4	       3992	         127	      53811	  0.00100	1.8e-017	      1995
   1	FILTER_LEN10_701 FILTER_LEN10_701	1.1e-019	   7.3e-023	         -50.97	         0.0	       98	       3992	        1717	      53832	  0.02455	3.7e-026	      1995
   1	FILTER_LEN10_703 FILTER_LEN10_703	4.7e-024	   3.2e-027	         -61.02	         0.0	      392	       3992	        6095	      53860	  0.09820	1.6e-030	      1995
   1	FILTER_LEN10_704 FILTER_LEN10_704	6.4e-058	   4.3e-061	        -139.01	         0.0	      206	       3992	        3681	      53728	  0.05160	2.1e-064	      1995
   1	FILTER_LEN10_706 FILTER_LEN10_706	4.7e-100	   3.2e-103	        -236.01	         0.0	      178	       3992	        3488	      53270	  0.04459	1.6e-106	      1995
   1	FILTER_LEN10_708 FILTER_LEN10_708	6.4e-136	   4.3e-139	        -318.61	         0.0	      110	       3992	        2521	      53218	  0.02756	2.1e-142	      1995
   1	FILTER_LEN10_710 FILTER_LEN10_710	1.5e-860	   9.7e-864	       -1987.16	         0.0	       80	       3992	        3689	      53846	  0.02004	4.9e-867	      1995
   1	FILTER_LEN10_711 FILTER_LEN10_711	2.1e-062	   1.4e-065	        -149.32	         0.0	       84	       3992	        1755	      53547	  0.02104	7.1e-069	      1995
   1	FILTER_LEN10_712 FILTER_LEN10_712	1.2e-509	   7.7e-513	       -1179.18	         0.0	      122	       3992	        3829	      51901	  0.03056	3.9e-516	      1995
   1	FILTER_LEN10_716 FILTER_LEN10_716	3.0e-019	   2.0e-022	         -49.98	         0.0	      388	       3992	        5967	      53872	  0.09719	9.9e-026	      1995
   1	FILTER_LEN10_717 FILTER_LEN10_717	7.0e-010	   4.6e-013	         -28.40	         0.0	      486	       3992	        7150	      53610	  0.12174	2.3e-016	      1995
   1	FILTER_LEN10_721 FILTER_LEN10_721	5.5e-026	   3.7e-029	         -65.47	         0.0	        6	       3992	         209	      53815	  0.00150	1.8e-032	      1995
   1	FILTER_LEN10_723 FILTER_LEN10_723	9.2e-043	   6.1e-046	        -104.11	         0.0	      158	       3992	        2823	      53713	  0.03958	3.1e-049	      1995
   1	FILTER_LEN10_724 FILTER_LEN10_724	5.7e-074	   3.8e-077	        -175.97	         0.0	      490	       3992	        8090	      53798	  0.12275	1.9e-080	      1995
   1	FILTER_LEN10_726 FILTER_LEN10_726	2.3e-203	   1.5e-206	        -473.92	         0.0	       98	       3992	        2550	      53210	  0.02455	7.6e-210	      1995
   1	FILTER_LEN10_727 FILTER_LEN10_727	2.3e-021	   1.5e-024	         -54.85	         0.0	       76	       3992	        1389	      53872	  0.01904	7.5e-028	      1995
   1	FILTER_LEN10_734 FILTER_LEN10_734	8.2e-125	   5.5e-128	        -293.03	         0.0	      138	       3992	        2973	      53655	  0.03457	2.7e-131	      1995
   1	FILTER_LEN10_737 FILTER_LEN10_737	8.4e-020	   5.6e-023	         -51.23	         0.0	        4	       3992	         149	      53862	  0.00100	2.8e-026	      1995
   1	FILTER_LEN10_743 FILTER_LEN10_743	4.6e-008	   3.1e-011	         -24.20	         0.0	      658	       3992	        9540	      53872	  0.16483	1.6e-014	      1995
   1	FILTER_LEN10_744 FILTER_LEN10_744	7.0e-044	   4.7e-047	        -106.68	         0.0	      440	       3992	        7043	      53834	  0.11022	2.4e-050	      1995
   1	FILTER_LEN10_752 FILTER_LEN10_752	2.7e-066	   1.8e-069	        -158.29	         0.0	      130	       3992	        2541	      53764	  0.03257	9.0e-073	      1995
   1	FILTER_LEN10_754 FILTER_LEN10_754	4.1e-1425	   2.7e-1428	       -3287.09	         0.0	       80	       3992	        4597	      53478	  0.02004	1.4e-1431	      1995
   1	FILTER_LEN10_755 FILTER_LEN10_755	3.2e-352	   2.2e-355	        -816.65	         0.0	      278	       3992	        6357	      53801	  0.06964	1.1e-358	      1995
   1	FILTER_LEN10_758 FILTER_LEN10_758	1.4e-098	   9.3e-102	        -232.63	         0.0	      298	       3992	        5412	      53864	  0.07465	4.7e-105	      1995
   1	FILTER_LEN10_759 FILTER_LEN10_759	2.7e-104	   1.8e-107	        -245.77	         0.0	       88	       3992	        2021	      53743	  0.02204	9.2e-111	      1995
   1	FILTER_LEN10_760 FILTER_LEN10_760	2.1e-224	   1.4e-227	        -522.37	         0.0	       62	       3992	        1892	      52573	  0.01553	6.9e-231	      1995
   1	FILTER_LEN10_761 FILTER_LEN10_761	2.5e-079	   1.7e-082	        -188.29	         0.0	      344	       3992	        5964	      53812	  0.08617	8.5e-086	      1995
   1	FILTER_LEN10_762 FILTER_LEN10_762	2.1e-111	   1.4e-114	        -262.15	         0.0	       94	       3992	        2140	      53233	  0.02355	7.1e-118	      1995
   1	FILTER_LEN10_763 FILTER_LEN10_763	8.5e-422	   5.7e-425	        -976.86	         0.0	       68	       3992	        2507	      53043	  0.01703	2.9e-428	      1995
   1	FILTER_LEN10_764 FILTER_LEN10_764	1.5e-031	   1.0e-034	         -78.26	         0.0	      350	       3992	        5585	      53836	  0.08768	5.2e-038	      1995
   1	FILTER_LEN10_766 FILTER_LEN10_766	8.3e-034	   5.5e-037	         -83.49	         0.0	      316	       3992	        5118	      53872	  0.07916	2.8e-040	      1995
   1	FILTER_LEN10_768 FILTER_LEN10_768	1.1e-036	   7.1e-040	         -90.15	         0.0	      492	       3992	        7710	      53873	  0.12325	3.5e-043	      1995
   1	FILTER_LEN10_771 FILTER_LEN10_771	1.2e-084	   7.7e-088	        -200.59	         0.0	      240	       3992	        4412	      53869	  0.06012	3.9e-091	      1995
   1	FILTER_LEN10_772 FILTER_LEN10_772	6.4e-014	   4.3e-017	         -37.69	         0.0	     2848	       3992	       39390	      53870	  0.71343	2.2e-020	      1995
   1	FILTER_LEN10_773 FILTER_LEN10_773	4.2e-019	   2.8e-022	         -49.63	         0.0	      790	       3992	       11633	      53872	  0.19790	1.4e-025	      1995
   1	FILTER_LEN10_775 FILTER_LEN10_775	2.0e-1206	   1.3e-1209	       -2783.54	         0.0	       84	       3992	        4375	      53595	  0.02104	6.7e-1213	      1995
   1	FILTER_LEN10_780 FILTER_LEN10_780	6.7e-066	   4.5e-069	        -157.38	         0.0	      230	       3992	        4048	      52774	  0.05762	2.2e-072	      1995
   1	FILTER_LEN10_781 FILTER_LEN10_781	6.2e-087	   4.1e-090	        -205.82	         0.0	      126	       3992	        2577	      53433	  0.03156	2.1e-093	      1995
   1	FILTER_LEN10_782 FILTER_LEN10_782	4.2e-143	   2.8e-146	        -335.16	         0.0	      108	       3992	        2539	      53871	  0.02705	1.4e-149	      1995
   1	FILTER_LEN10_783 FILTER_LEN10_783	1.1e-139	   7.5e-143	        -327.26	         0.0	      236	       3992	        4685	      53866	  0.05912	3.7e-146	      1995
   1	FILTER_LEN10_784 FILTER_LEN10_784	2.1e-991	   1.4e-994	       -2288.44	         0.0	       74	       3992	        3702	      52490	  0.01854	6.9e-998	      1995
   1	FILTER_LEN10_787 FILTER_LEN10_787	8.5e-510	   5.7e-513	       -1179.49	         0.0	      118	       3992	        3827	      53579	  0.02956	2.8e-516	      1995
   1	FILTER_LEN10_789 FILTER_LEN10_789	2.7e-066	   1.8e-069	        -158.27	         0.0	      158	       3992	        2971	      53348	  0.03958	9.2e-073	      1995
   1	FILTER_LEN10_790 FILTER_LEN10_790	2.5e-023	   1.6e-026	         -59.37	         0.0	      160	       3992	        2682	      53635	  0.04008	8.2e-030	      1995
   1	FILTER_LEN10_791 FILTER_LEN10_791	1.4e-045	   9.1e-049	        -110.62	         0.0	       76	       3992	        1541	      53871	  0.01904	4.5e-052	      1995
   1	FILTER_LEN10_792 FILTER_LEN10_792	1.1e-428	   7.4e-432	        -992.72	         0.0	      104	       3992	        3309	      53129	  0.02605	3.7e-435	      1995
   1	FILTER_LEN10_798 FILTER_LEN10_798	3.8e-085	   2.5e-088	        -201.70	         0.0	       48	       3992	        1224	      53864	  0.01202	1.3e-091	      1995
   1	FILTER_LEN10_799 FILTER_LEN10_799	1.9e-023	   1.3e-026	         -59.61	         0.0	        4	       3992	         157	      53864	  0.00100	6.5e-030	      1995
   1	FILTER_LEN10_803 FILTER_LEN10_803	1.8e-051	   1.2e-054	        -124.16	         0.0	      234	       3992	        4067	      53872	  0.05862	6.0e-058	      1995
   1	FILTER_LEN10_804 FILTER_LEN10_804	6.2e-337	   4.1e-340	        -781.46	         0.0	      128	       3992	        3564	      53681	  0.03206	2.1e-343	      1995
   1	FILTER_LEN10_807 FILTER_LEN10_807	7.5e-007	   5.0e-010	         -21.42	         0.0	     3108	       3992	       42634	      53872	  0.77856	2.5e-013	      1995
   1	FILTER_LEN10_808 FILTER_LEN10_808	2.8e-635	   1.9e-638	       -1468.42	         0.0	       96	       3992	        3639	      53792	  0.02405	9.4e-642	      1995
   1	FILTER_LEN10_814 FILTER_LEN10_814	1.8e-080	   1.2e-083	        -190.96	         0.0	      120	       3992	        2460	      53872	  0.03006	5.9e-087	      1995
   1	FILTER_LEN10_817 FILTER_LEN10_817	2.0e-061	   1.3e-064	        -147.08	         0.0	      232	       3992	        4117	      53859	  0.05812	6.6e-068	      1995
   1	FILTER_LEN10_820 FILTER_LEN10_820	6.3e-060	   4.2e-063	        -143.63	         0.0	       76	       3992	        1615	      53841	  0.01904	2.1e-066	      1995
   1	FILTER_LEN10_825 FILTER_LEN10_825	6.2e-326	   4.1e-329	        -756.14	         0.0	      158	       3992	        4091	      53488	  0.03958	2.1e-332	      1995
   1	FILTER_LEN10_827 FILTER_LEN10_827	3.4e-572	   2.3e-575	       -1323.17	         0.0	       72	       3992	        2920	      53212	  0.01804	1.1e-578	      1995
   1	FILTER_LEN10_828 FILTER_LEN10_828	6.2e-023	   4.1e-026	         -58.45	         0.0	      260	       3992	        4168	      53873	  0.06513	2.1e-029	      1995
   1	FILTER_LEN10_831 FILTER_LEN10_831	2.1e-023	   1.4e-026	         -59.54	         0.0	       96	       3992	        1717	      53860	  0.02405	7.0e-030	      1995
   1	FILTER_LEN10_833 FILTER_LEN10_833	9.5e-016	   6.3e-019	         -41.90	         0.0	        2	       3992	          91	      53835	  0.00050	3.2e-022	      1995
   1	FILTER_LEN10_834 FILTER_LEN10_834	1.4e-1130	   9.7e-1134	       -2608.86	         0.0	       92	       3992	        4447	      53173	  0.02305	4.8e-1137	      1995
   1	FILTER_LEN10_835 FILTER_LEN10_835	7.7e-067	   5.1e-070	        -159.55	         0.0	      114	       3992	        2287	      53871	  0.02856	2.6e-073	      1995
   1	FILTER_LEN10_836 FILTER_LEN10_836	1.6e-838	   1.1e-841	       -1936.41	         0.0	       96	       3992	        4045	      53693	  0.02405	5.3e-845	      1995
   1	FILTER_LEN10_837 FILTER_LEN10_837	1.1e-175	   7.4e-179	        -410.16	         0.0	      100	       3992	        2514	      53822	  0.02505	3.7e-182	      1995
   1	FILTER_LEN10_840 FILTER_LEN10_840	7.2e-052	   4.8e-055	        -125.08	         0.0	       80	       3992	        1642	      53867	  0.02004	2.4e-058	      1995
   1	FILTER_LEN10_841 FILTER_LEN10_841	1.9e-086	   1.3e-089	        -204.69	         0.0	      164	       3992	        3213	      53839	  0.04108	6.4e-093	      1995
   1	FILTER_LEN10_848 FILTER_LEN10_848	2.0e-240	   1.3e-243	        -559.26	         0.0	       66	       3992	        2050	      53851	  0.01653	6.6e-247	      1995
   1	FILTER_LEN10_850 FILTER_LEN10_850	2.4e-741	   1.6e-744	       -1712.65	         0.0	       72	       3992	        3210	      52289	  0.01804	8.0e-748	      1995
   1	FILTER_LEN10_852 FILTER_LEN10_852	3.3e-105	   2.2e-108	        -247.88	         0.0	       68	       3992	        1668	      53869	  0.01703	1.1e-111	      1995
   1	FILTER_LEN10_853 FILTER_LEN10_853	1.8e-085	   1.2e-088	        -202.45	         0.0	      172	       3992	        3338	      53856	  0.04309	6.0e-092	      1995
   1	FILTER_LEN10_854 FILTER_LEN10_854	8.2e-124	   5.5e-127	        -290.73	         0.0	      192	       3992	        3876	      53794	  0.04810	2.7e-130	      1995
   1	FILTER_LEN10_855 FILTER_LEN10_855	5.4e-015	   3.6e-018	         -40.16	         0.0	      382	       3992	        5812	      53872	  0.09569	1.8e-021	      1995
   1	FILTER_LEN10_860 FILTER_LEN10_860	1.6e-028	   1.1e-031	         -71.31	         0.0	      108	       3992	        1944	      53869	  0.02705	5.4e-035	      1995
   1	FILTER_LEN10_861 FILTER_LEN10_861	1.3e-128	   8.5e-132	        -301.80	         0.0	      282	       3992	        5355	      53825	  0.07064	4.3e-135	      1995
   1	FILTER_LEN10_862 FILTER_LEN10_862	2.9e-012	   1.9e-015	         -33.89	         0.0	     1474	       3992	       20873	      53863	  0.36924	9.6e-019	      1995
   1	FILTER_LEN10_863 FILTER_LEN10_863	4.2e-644	   2.8e-647	       -1488.75	         0.0	       82	       3992	        3318	      53575	  0.02054	1.4e-650	      1995
   1	FILTER_LEN10_864 FILTER_LEN10_864	1.9e-248	   1.2e-251	        -577.74	         0.0	      180	       3992	        4188	      53066	  0.04509	6.2e-255	      1995
   1	FILTER_LEN10_865 FILTER_LEN10_865	9.0e-377	   6.0e-380	        -873.19	         0.0	      136	       3992	        3748	      51874	  0.03407	3.0e-383	      1995
   1	FILTER_LEN10_866 FILTER_LEN10_866	2.0e-721	   1.3e-724	       -1666.78	         0.0	      102	       3992	        3938	      53319	  0.02555	6.7e-728	      1995
   1	FILTER_LEN10_868 FILTER_LEN10_868	9.5e-079	   6.3e-082	        -186.96	         0.0	      316	       3992	        5528	      53741	  0.07916	3.2e-085	      1995
   1	FILTER_LEN10_870 FILTER_LEN10_870	7.2e-056	   4.8e-059	        -134.29	         0.0	      130	       3992	        2481	      53863	  0.03257	2.4e-062	      1995
   1	FILTER_LEN10_872 FILTER_LEN10_872	4.2e-215	   2.8e-218	        -500.92	         0.0	       78	       3992	        2221	      53822	  0.01954	1.4e-221	      1995
   1	FILTER_LEN10_873 FILTER_LEN10_873	9.1e-016	   6.1e-019	         -41.94	         0.0	      142	       3992	        2344	      53853	  0.03557	3.1e-022	      1995
   1	FILTER_LEN10_874 FILTER_LEN10_874	1.3e-249	   8.8e-253	        -580.37	         0.0	      100	       3992	        2748	      53529	  0.02505	4.4e-256	      1995
   1	FILTER_LEN10_876 FILTER_LEN10_876	9.0e-020	   6.0e-023	         -51.17	         0.0	       82	       3992	        1470	      53837	  0.02054	3.0e-026	      1995
   1	FILTER_LEN10_877 FILTER_LEN10_877	4.0e-072	   2.7e-075	        -171.71	         0.0	      214	       3992	        3915	      53829	  0.05361	1.3e-078	      1995
   1	FILTER_LEN10_885 FILTER_LEN10_885	6.5e-105	   4.3e-108	        -247.22	         0.0	      138	       3992	        2885	      53828	  0.03457	2.2e-111	      1995
   1	FILTER_LEN10_886 FILTER_LEN10_886	4.4e-033	   2.9e-036	         -81.81	         0.0	      176	       3992	        3026	      53872	  0.04409	1.5e-039	      1995
   1	FILTER_LEN10_887 FILTER_LEN10_887	3.3e-025	   2.2e-028	         -63.70	         0.0	      184	       3992	        3060	      53658	  0.04609	1.1e-031	      1995
   1	FILTER_LEN10_889 FILTER_LEN10_889	2.0e-018	   1.4e-021	         -48.05	         0.0	       90	       3992	        1584	      53872	  0.02255	6.8e-025	      1995
   1	FILTER_LEN10_890 FILTER_LEN10_890	1.8e-191	   1.2e-194	        -446.53	         0.0	       86	       3992	        2279	      53023	  0.02154	5.9e-198	      1995
   1	FILTER_LEN10_891 FILTER_LEN10_891	5.4e-049	   3.6e-052	        -118.45	         0.0	      142	       3992	        2610	      53505	  0.03557	1.8e-055	      1995
   1	FILTER_LEN10_892 FILTER_LEN10_892	2.5e-020	   1.7e-023	         -52.44	         0.0	       36	       3992	         737	      53835	  0.00902	8.4e-027	      1995
   1	FILTER_LEN10_894 FILTER_LEN10_894	2.1e-012	   1.4e-015	         -34.22	         0.0	       10	       3992	         250	      53872	  0.00251	6.9e-019	      1995
   1	FILTER_LEN10_895 FILTER_LEN10_895	6.7e-207	   4.5e-210	        -482.04	         0.0	       48	       3992	        1579	      53777	  0.01202	2.3e-213	      1995
   1	FILTER_LEN10_898 FILTER_LEN10_898	1.2e-304	   7.7e-308	        -707.15	         0.0	       76	       3992	        2420	      53528	  0.01904	3.9e-311	      1995
   1	FILTER_LEN10_900 FILTER_LEN10_900	5.1e-027	   3.4e-030	         -67.85	         0.0	      154	       3992	        2637	      53867	  0.03858	1.7e-033	      1995
   1	FILTER_LEN10_901 FILTER_LEN10_901	2.1e-979	   1.4e-982	       -2260.81	         0.0	       76	       3992	        3780	      53604	  0.01904	7.0e-986	      1995
   1	FILTER_LEN10_904 FILTER_LEN10_904	2.6e-018	   1.8e-021	         -47.79	         0.0	     1466	       3992	       20930	      53870	  0.36723	8.8e-025	      1995
   1	FILTER_LEN10_906 FILTER_LEN10_906	3.4e-289	   2.3e-292	        -671.53	         0.0	      150	       3992	        3801	      53140	  0.03758	1.1e-295	      1995
   1	FILTER_LEN10_907 FILTER_LEN10_907	3.8e-059	   2.5e-062	        -141.83	         0.0	      482	       3992	        7828	      53843	  0.12074	1.3e-065	      1995
   1	FILTER_LEN10_908 FILTER_LEN10_908	9.2e-293	   6.1e-296	        -679.75	         0.0	      102	       3992	        2870	      52316	  0.02555	3.1e-299	      1995
   1	FILTER_LEN10_913 FILTER_LEN10_913	1.1e-122	   7.2e-126	        -288.16	         0.0	       56	       3992	        1501	      53755	  0.01403	3.6e-129	      1995
   1	FILTER_LEN10_916 FILTER_LEN10_916	4.0e-313	   2.7e-316	        -726.64	         0.0	      152	       3992	        3911	      53008	  0.03808	1.3e-319	      1995
   1	FILTER_LEN10_918 FILTER_LEN10_918	5.4e-124	   3.6e-127	        -291.15	         0.0	      196	       3992	        3903	      53136	  0.04910	1.8e-130	      1995
   1	FILTER_LEN10_920 FILTER_LEN10_920	2.3e-057	   1.5e-060	        -137.72	         0.0	       76	       3992	        1603	      53869	  0.01904	7.7e-064	      1995
   1	FILTER_LEN10_921 FILTER_LEN10_921	5.8e-070	   3.9e-073	        -166.73	         0.0	      208	       3992	        3808	      53857	  0.05210	2.0e-076	      1995
   1	FILTER_LEN10_923 FILTER_LEN10_923	4.3e-109	   2.9e-112	        -256.84	         0.0	      162	       3992	        3294	      53600	  0.04058	1.4e-115	      1995
   1	FILTER_LEN10_924 FILTER_LEN10_924	1.8e-086	   1.2e-089	        -204.73	         0.0	       72	       3992	        1666	      53867	  0.01804	6.1e-093	      1995
   1	FILTER_LEN10_927 FILTER_LEN10_927	4.2e-434	   2.8e-437	       -1005.20	         0.0	       66	       3992	        2496	      53334	  0.01653	1.4e-440	      1995
   1	FILTER_LEN10_928 FILTER_LEN10_928	7.7e-461	   5.1e-464	       -1066.77	         0.0	       80	       3992	        2877	      53395	  0.02004	2.6e-467	      1995
   1	FILTER_LEN10_929 FILTER_LEN10_929	2.1e-101	   1.4e-104	        -239.14	         0.0	      264	       3992	        4901	      53872	  0.06613	7.0e-108	      1995
   1	FILTER_LEN10_933 FILTER_LEN10_933	1.9e-055	   1.3e-058	        -133.32	         0.0	      130	       3992	        2456	      53300	  0.03257	6.3e-062	      1995
   1	FILTER_LEN10_934 FILTER_LEN10_934	9.6e-022	   6.4e-025	         -55.71	         0.0	      516	       3992	        7828	      53851	  0.12926	3.2e-028	      1995
   1	FILTER_LEN10_937 FILTER_LEN10_937	1.3e-802	   8.9e-806	       -1853.70	         0.0	       80	       3992	        3572	      53546	  0.02004	4.4e-809	      1995
   1	FILTER_LEN10_939 FILTER_LEN10_939	2.7e-029	   1.8e-032	         -73.11	         0.0	       34	       3992	         749	      53873	  0.00852	8.9e-036	      1995
   1	FILTER_LEN10_941 FILTER_LEN10_941	3.2e-141	   2.2e-144	        -330.80	         0.0	      100	       3992	        2365	      53217	  0.02505	1.1e-147	      1995
   1	FILTER_LEN10_944 FILTER_LEN10_944	6.8e-493	   4.5e-496	       -1140.57	         0.0	       70	       3992	        2694	      52674	  0.01754	2.3e-499	      1995
   1	FILTER_LEN10_946 FILTER_LEN10_946	3.0e-008	   2.0e-011	         -24.64	         0.0	     1850	       3992	       25589	      53313	  0.46343	1.0e-014	      1995
   1	FILTER_LEN10_949 FILTER_LEN10_949	6.8e-166	   4.5e-169	        -387.63	         0.0	      118	       3992	        2791	      53460	  0.02956	2.3e-172	      1995
   1	FILTER_LEN10_950 FILTER_LEN10_950	9.7e-007	   6.4e-010	         -21.16	         0.0	      954	       3992	       13591	      53872	  0.23898	3.2e-013	      1995
   1	FILTER_LEN10_951 FILTER_LEN10_951	3.1e-376	   2.0e-379	        -871.97	         0.0	       84	       3992	        2770	      53510	  0.02104	1.0e-382	      1995
   1	FILTER_LEN10_952 FILTER_LEN10_952	6.2e-032	   4.2e-035	         -79.16	         0.0	      184	       3992	        3136	      53862	  0.04609	2.1e-038	      1995
   1	FILTER_LEN10_955 FILTER_LEN10_955	5.3e-007	   3.5e-010	         -21.77	         0.0	       76	       3992	        1265	      53850	  0.01904	1.8e-013	      1995
   1	FILTER_LEN10_958 FILTER_LEN10_958	3.9e-022	   2.6e-025	         -56.60	         0.0	       90	       3992	        1613	      53857	  0.02255	1.3e-028	      1995
   1	FILTER_LEN10_959 FILTER_LEN10_959	2.0e-277	   1.4e-280	        -644.41	         0.0	       72	       3992	        2274	      53851	  0.01804	6.8e-284	      1995
   1	FILTER_LEN10_961 FILTER_LEN10_961	4.3e-078	   2.9e-081	        -185.45	         0.0	       96	       3992	        2040	      53719	  0.02405	1.4e-084	      1995
   1	FILTER_LEN10_963 FILTER_LEN10_963	1.2e-020	   7.7e-024	         -53.22	         0.0	      484	       3992	        7357	      53860	  0.12124	3.9e-027	      1995
   1	FILTER_LEN10_971 FILTER_LEN10_971	4.1e-037	   2.7e-040	         -91.10	         0.0	      820	       3992	       12378	      53873	  0.20541	1.4e-043	      1995
   1	FILTER_LEN10_973 FILTER_LEN10_973	1.3e-627	   8.5e-631	       -1450.79	         0.0	      106	       3992	        3805	      52780	  0.02655	4.3e-634	      1995
   1	FILTER_LEN10_974 FILTER_LEN10_974	3.4e-016	   2.3e-019	         -42.92	         0.0	      292	       3992	        4541	      53863	  0.07315	1.1e-022	      1995
   1	FILTER_LEN10_975 FILTER_LEN10_975	9.7e-245	   6.5e-248	        -569.18	         0.0	      234	       3992	        5146	      53663	  0.05862	3.2e-251	      1995
   1	FILTER_LEN10_977 FILTER_LEN10_977	9.8e-025	   6.5e-028	         -62.59	         0.0	      128	       3992	        2220	      53862	  0.03206	3.3e-031	      1995
   1	FILTER_LEN10_978 FILTER_LEN10_978	2.7e-018	   1.8e-021	         -47.78	         0.0	      290	       3992	        4544	      53873	  0.07265	8.9e-025	      1995
   1	FILTER_LEN10_979 FILTER_LEN10_979	1.0e-093	   6.7e-097	        -221.44	         0.0	      170	       3992	        3341	      53602	  0.04259	3.4e-100	      1995
